Please note that (-9999) indicates a null value
Radiation, incoming PAR (PAR) [umol/m^2 s]

DateTime,TRF_MTN_100_SQ-110,TRF_MTN_300_SQ-110,TRF_MTN_700_SQ-110,TRF_MTN_1300_SQ-110
2019/09/08 07:45,38.525631,69.427656,111.342637,183.009036,
2019/09/08 08:00,27.512675,48.059234,71.893243,94.90539,
2019/09/08 08:15,31.950732,53.319153,80.440612,101.973406,
2019/09/08 08:30,34.251946,67.290814,102.466523,130.574217,
2019/09/08 08:45,106.082718,197.802559,203.391223,398.994468,
2019/09/08 09:00,110.520775,216.705394,266.345881,500.412285,
2019/09/08 09:15,341.29973,512.904594,221.965313,471.48273,
2019/09/08 09:30,344.094062,490.056819,279.824424,471.153985,
2019/09/08 09:45,234.950738,708.343466,779.023631,405.07625,
2019/09/08 10:00,102.466523,848.06007,354.120783,334.067341,
2019/09/08 10:15,107.397698,722.972617,986.132949,435.156413,
2019/09/08 10:30,680.893263,502.877873,469.839005,1167.107044,
2019/09/08 10:45,135.669763,880.934565,498.768561,1420.733773,
2019/09/08 11:00,126.464905,379.434144,1135.876274,1483.524058,
2019/09/08 11:15,128.10863,659.689214,1111.220403,1614.200176,
2019/09/08 11:30,141.587172,938.464931,598.049536,1531.849566,
2019/09/08 11:45,109.370167,1214.117572,1262.114335,1445.060899,
2019/09/08 12:00,103.617131,390.940217,1068.976676,569.613097,
2019/09/08 12:15,111.178265,684.180712,353.463293,1509.001792,
2019/09/08 12:30,239.553168,867.620395,1121.575868,1284.962109,
2019/09/08 12:45,98.028467,1438.650373,1384.078711,552.189615,
2019/09/08 13:00,91.289195,1060.922425,1288.742675,1436.020413,
2019/09/08 13:15,90.96045,357.572605,1187.160486,1464.292479,
2019/09/08 13:30,79.290004,307.110255,487.262487,1457.553207,
2019/09/08 13:45,78.632515,625.664111,1294.660085,1320.137818,
2019/09/08 14:00,52.168546,130.245472,215.061669,254.839808,
2019/09/08 14:15,65.318344,176.434137,369.90054,1268.031744,
2019/09/08 14:30,71.235753,168.379886,1010.624448,1127.65765,
2019/09/08 14:45,97.206604,209.14426,854.306224,1177.955627,
2019/09/08 15:00,69.427656,158.846282,384.694063,502.05601,
2019/09/08 15:15,36.388788,93.097292,174.954785,189.748308,
2019/09/08 15:30,63.674619,171.33859,808.446304,972.325661,
2019/09/08 15:45,56.277858,158.68191,854.634969,869.921609,
2019/09/08 16:00,40.991218,111.835754,395.213901,399.816331,
2019/09/08 16:15,39.511865,123.5062,623.362897,282.125639,
2019/09/08 16:30,35.566926,136.327253,204.377458,246.785556,
2019/09/08 16:45,33.923201,108.055188,191.88515,530.985566,
2019/09/08 17:00,34.580691,135.834136,167.722396,223.280293,
2019/09/08 17:15,15.184739,35.402554,70.413891,83.234944,
2019/09/08 17:30,31.950732,66.140206,216.869766,291.823615,
2019/09/08 17:45,21.430893,43.292432,117.424419,112.164499,
2019/09/08 18:00,16.170974,33.923201,111.835754,87.837373,
2019/09/08 18:15,11.075427,18.307816,35.895671,71.728871,
2019/09/08 18:30,5.322391,4.336156,10.58231,16.170974,
2019/09/08 18:45,3.514293,-2.238743,-1.416881,-0.923763,
2019/09/08 19:00,3.185549,-2.731861,-2.896233,-3.718095,
2019/09/08 19:15,3.021176,-3.060606,-3.224978,-3.553723,
2019/09/08 19:30,3.349921,-3.553723,-3.224978,-3.553723,
2019/09/08 19:45,3.678666,-2.896233,-2.896233,-3.38935,
2019/09/08 20:00,4.171783,-2.896233,-3.224978,-3.553723,
2019/09/08 20:15,3.843038,-2.896233,-3.553723,-3.718095,
2019/09/08 20:30,3.678666,-3.224978,-2.567488,-3.224978,
2019/09/08 20:45,4.007411,-2.731861,-3.38935,-3.224978,
2019/09/08 21:00,3.678666,-3.224978,-2.731861,-3.882468,
2019/09/08 21:15,4.336156,-3.224978,-3.060606,-3.718095,
2019/09/08 21:30,3.843038,-3.224978,-2.896233,-4.04684,
2019/09/08 21:45,4.500528,-3.224978,-3.224978,-3.553723,
2019/09/08 22:00,4.336156,-2.731861,-3.224978,-3.553723,
2019/09/08 22:15,4.336156,-2.896233,-3.224978,-3.718095,
2019/09/08 22:30,4.336156,-2.731861,-3.718095,-3.224978,
2019/09/08 22:45,4.171783,-2.731861,-3.38935,-3.553723,
2019/09/08 23:00,4.500528,-2.731861,-3.224978,-3.38935,
2019/09/08 23:15,4.336156,-3.38935,-3.060606,-3.553723,
2019/09/08 23:30,4.500528,-2.731861,-3.224978,-3.718095,
2019/09/08 23:45,4.664901,-3.224978,-3.38935,-4.04684,
2019/09/09 00:00,4.500528,-3.060606,-3.38935,-3.882468,
2019/09/09 00:15,4.664901,-3.224978,-3.224978,-3.882468,
2019/09/09 00:30,4.664901,-3.060606,-3.060606,-4.211213,
2019/09/09 00:45,4.993646,-3.224978,-3.224978,-3.060606,
2019/09/09 01:00,4.500528,-3.38935,-3.060606,-4.04684,
2019/09/09 01:15,5.158018,-2.896233,-3.38935,-3.060606,
2019/09/09 01:30,4.993646,-2.896233,-3.553723,-3.882468,
2019/09/09 01:45,4.664901,-3.060606,-3.224978,-3.224978,
2019/09/09 02:00,4.829273,-3.060606,-3.224978,-3.060606,
2019/09/09 02:15,4.829273,-3.38935,-3.224978,-3.224978,
2019/09/09 02:30,4.664901,-3.060606,-3.224978,-3.882468,
2019/09/09 02:45,4.829273,-3.553723,-3.060606,-3.38935,
2019/09/09 03:00,5.158018,-2.567488,-2.896233,-3.882468,
2019/09/09 03:15,5.158018,-3.224978,-3.553723,-3.224978,
2019/09/09 03:30,4.664901,-3.060606,-2.896233,-3.38935,
2019/09/09 03:45,4.664901,-3.224978,-2.896233,-3.882468,
2019/09/09 04:00,5.158018,-3.224978,-3.060606,-3.553723,
2019/09/09 04:15,5.158018,-2.731861,-3.224978,-3.38935,
2019/09/09 04:30,4.993646,-3.060606,-3.224978,-3.718095,
2019/09/09 04:45,4.829273,-3.553723,-2.896233,-4.04684,
2019/09/09 05:00,4.500528,-3.060606,-2.896233,-4.04684,
2019/09/09 05:15,4.829273,-3.060606,-3.060606,-3.882468,
2019/09/09 05:30,4.500528,-2.567488,-2.896233,-3.882468,
2019/09/09 05:45,4.993646,-2.238743,-3.553723,-3.553723,
2019/09/09 06:00,5.815508,-1.416881,-1.745626,-0.759391,
2019/09/09 06:15,7.95235,3.514293,7.459233,10.746682,
2019/09/09 06:30,11.732917,13.21227,21.102148,31.621987,
2019/09/09 06:45,14.527249,18.636561,30.471379,44.607412,
2019/09/09 07:00,16.828464,24.389598,40.333728,58.743445,
2019/09/09 07:15,20.937776,31.621987,52.004174,74.030085,
2019/09/09 07:30,44.114295,77.153162,114.301342,152.928873,
2019/09/09 07:45,46.086765,78.961259,123.013083,169.694866,
2019/09/09 08:00,64.989599,110.84952,160.65438,318.287583,
2019/09/09 08:15,55.949113,113.315107,173.475433,236.594463,
2019/09/09 08:30,40.333728,76.166927,115.945066,148.326444,
2019/09/09 08:45,137.477861,267.496488,227.225232,384.036573,
2019/09/09 09:00,106.082718,185.145878,238.073815,592.789616,
2019/09/09 09:15,449.292446,707.521604,271.112683,397.515116,
2019/09/09 09:30,387.652768,745.327273,409.678679,498.768561,
2019/09/09 09:45,177.091627,820.938612,915.945902,442.717547,
2019/09/09 10:00,101.480289,934.684364,394.720784,398.665723,
2019/09/09 10:15,135.669763,464.907831,1064.53862,487.262487,
2019/09/09 10:30,507.480302,454.387992,768.99691,1100.043074,
2019/09/09 10:45,130.409844,619.58233,474.441434,1588.886815,
2019/09/09 11:00,122.026848,387.488395,1191.598543,1623.569407,
2019/09/09 11:15,120.547496,495.152366,1147.053602,1670.90868,
2019/09/09 11:30,134.026039,941.588008,947.176672,1268.689234,
2019/09/09 11:45,132.875431,558.600142,841.813916,1776.271436,
2019/09/09 12:00,125.807415,459.976657,938.300559,661.990428,
2019/09/09 12:15,149.477051,755.353994,580.954798,1653.978315,
2019/09/09 12:30,136.820371,915.617157,1074.072223,1248.307047,
2019/09/09 12:45,96.055997,1459.03256,1375.860087,720.013912,
2019/09/09 13:00,83.892434,1057.141858,1245.18397,1448.019604,
2019/09/09 13:15,75.509438,301.028473,1271.812311,1398.707861,
2019/09/09 13:30,67.948304,745.162901,608.898119,1430.103004,
2019/09/09 13:45,53.483526,509.124027,958.682746,994.1872,
2019/09/09 14:00,60.058425,247.771791,1104.645503,410.500542,
2019/09/09 14:15,63.345874,179.228469,383.050338,1286.605833,
2019/09/09 14:30,32.772594,73.865713,220.48596,326.013089,
2019/09/09 14:45,68.277049,152.928873,770.147517,1056.977486,
2019/09/09 15:00,61.209032,151.120776,330.122401,442.224429,
2019/09/09 15:15,33.594456,88.823608,160.983125,182.844664,
2019/09/09 15:30,69.920773,167.229279,625.664111,950.792867,
2019/09/09 15:45,66.468951,168.051141,833.266547,756.997719,
2019/09/09 16:00,42.141825,127.944257,395.542646,348.039001,
2019/09/09 16:15,20.115913,57.09972,117.588791,131.231707,
2019/09/09 16:30,44.771785,253.031711,220.48596,274.564505,
2019/09/09 16:45,34.580691,125.314297,188.104583,266.017136,
2019/09/09 17:00,31.128869,142.08029,144.05276,208.651142,
2019/09/09 17:15,28.005792,74.851948,163.448712,168.215513,
2019/09/09 17:30,25.86895,61.537777,255.00418,149.970169,
2019/09/09 17:45,21.102148,44.607412,149.312679,114.958832,
2019/09/09 18:00,16.335347,31.621987,83.399316,116.766929,
2019/09/09 18:15,8.281095,13.541014,21.759638,29.1564,
2019/09/09 18:30,5.322391,3.514293,8.60984,13.541014,
2019/09/09 18:45,3.021176,-1.909998,-1.416881,-1.416881,
2019/09/09 19:00,3.185549,-3.224978,-3.060606,-3.060606,
2019/09/09 19:15,3.678666,-2.731861,-2.567488,-3.718095,
2019/09/09 19:30,3.185549,-3.224978,-2.567488,-3.882468,
2019/09/09 19:45,3.349921,-2.896233,-3.060606,-3.718095,
2019/09/09 20:00,4.171783,-2.896233,-3.224978,-3.38935,
2019/09/09 20:15,4.336156,-3.38935,-3.224978,-3.553723,
2019/09/09 20:30,3.678666,-3.060606,-2.896233,-3.553723,
2019/09/09 20:45,4.500528,-3.060606,-3.224978,-3.224978,
2019/09/09 21:00,4.336156,-2.731861,-3.38935,-3.38935,
2019/09/09 21:15,4.171783,-3.224978,-3.224978,-3.224978,
2019/09/09 21:30,4.500528,-3.060606,-3.060606,-3.882468,
2019/09/09 21:45,4.007411,-3.38935,-3.224978,-3.553723,
2019/09/09 22:00,4.664901,-3.060606,-3.060606,-3.882468,
2019/09/09 22:15,4.664901,-3.553723,-3.224978,-3.553723,
2019/09/09 22:30,4.664901,-2.403116,-3.38935,-3.224978,
2019/09/09 22:45,4.500528,-3.224978,-3.553723,-3.224978,
2019/09/09 23:00,4.500528,-3.224978,-3.224978,-3.718095,
2019/09/09 23:15,4.500528,-2.567488,-3.060606,-3.224978,
2019/09/09 23:30,4.171783,-3.882468,-3.060606,-3.38935,
2019/09/09 23:45,4.500528,-3.553723,-3.38935,-3.38935,
2019/09/10 00:00,4.664901,-3.224978,-3.224978,-3.553723,
2019/09/10 00:15,4.664901,-2.731861,-3.060606,-3.882468,
2019/09/10 00:30,4.664901,-3.060606,-3.224978,-3.553723,
2019/09/10 00:45,4.664901,-3.224978,-3.060606,-3.38935,
2019/09/10 01:00,4.664901,-3.224978,-2.896233,-3.224978,
2019/09/10 01:15,4.336156,-3.553723,-3.060606,-3.553723,
2019/09/10 01:30,4.664901,-3.38935,-3.224978,-3.553723,
2019/09/10 01:45,4.664901,-3.060606,-3.224978,-3.553723,
2019/09/10 02:00,4.664901,-2.567488,-3.224978,-3.060606,
2019/09/10 02:15,4.664901,-3.224978,-3.060606,-3.224978,
2019/09/10 02:30,4.664901,-3.224978,-2.567488,-3.553723,
2019/09/10 02:45,4.336156,-3.38935,-2.567488,-3.718095,
2019/09/10 03:00,4.336156,-3.224978,-3.060606,-3.224978,
2019/09/10 03:15,4.500528,-3.224978,-3.060606,-3.882468,
2019/09/10 03:30,4.664901,-2.403116,-3.553723,-3.224978,
2019/09/10 03:45,4.664901,-3.553723,-3.060606,-3.718095,
2019/09/10 04:00,4.993646,-2.896233,-3.553723,-3.553723,
2019/09/10 04:15,4.993646,-2.731861,-3.224978,-3.38935,
2019/09/10 04:30,4.829273,-3.224978,-2.731861,-3.718095,
2019/09/10 04:45,4.664901,-2.896233,-3.060606,-3.060606,
2019/09/10 05:00,4.829273,-3.224978,-3.060606,-3.224978,
2019/09/10 05:15,4.664901,-3.224978,-3.224978,-3.553723,
2019/09/10 05:30,4.664901,-2.731861,-2.896233,-3.882468,
2019/09/10 05:45,4.664901,-3.553723,-3.553723,-3.553723,
2019/09/10 06:00,5.486763,-2.238743,-1.745626,-1.416881,
2019/09/10 06:15,6.801743,1.048706,3.021176,4.336156,
2019/09/10 06:30,14.691622,16.828464,26.033323,33.594456,
2019/09/10 06:45,27.18393,40.662473,57.75721,74.687575,
2019/09/10 07:00,36.388788,63.510247,98.028467,151.942638,
2019/09/10 07:15,34.416319,60.880287,95.562879,132.711059,
2019/09/10 07:30,35.402554,63.510247,118.739398,166.900534,
2019/09/10 07:45,42.47057,81.919964,129.094864,207.17179,
2019/09/10 08:00,62.030895,120.054378,169.859238,248.758026,
2019/09/10 08:15,75.01632,130.245472,194.843854,388.639002,
2019/09/10 08:30,112.657617,204.048713,495.152366,483.810665,
2019/09/10 08:45,138.299723,360.695682,257.469767,488.906212,
2019/09/10 09:00,133.861666,274.564505,338.01228,868.771002,
2019/09/10 09:15,377.461674,788.392862,292.974222,359.545074,
2019/09/10 09:30,504.850342,848.224443,408.363699,451.264915,
2019/09/10 09:45,86.029276,176.59851,229.033329,284.426853,
2019/09/10 10:00,72.38636,138.13535,186.460858,249.579889,
2019/09/10 10:15,102.302151,519.97261,803.186384,404.090015,
2019/09/10 10:30,183.009036,669.715935,938.300559,1005.693274,
2019/09/10 10:45,119.725633,482.002568,447.155604,1442.759685,
2019/09/10 11:00,130.245472,437.950745,981.366147,1564.888433,
2019/09/10 11:15,136.162881,480.358843,1196.529717,1666.141878,
2019/09/10 11:30,118.410653,755.682739,1121.575868,1740.273864,
2019/09/10 11:45,85.536158,245.634949,274.564505,395.213901,
2019/09/10 12:00,110.84952,713.603385,432.690826,648.18314,
2019/09/10 12:15,104.274621,663.798526,1029.856027,1444.567782,
2019/09/10 12:30,121.040613,830.307843,892.933756,1228.417977,
2019/09/10 12:45,93.919155,1254.553201,1409.88519,563.531316,
2019/09/10 13:00,83.728061,987.447929,1362.381544,1447.526486,
2019/09/10 13:15,76.3313,282.454384,1309.124862,1395.256039,
2019/09/10 13:30,71.235753,790.200959,808.775049,1436.020413,
2019/09/10 13:45,67.126441,454.059247,1229.23984,1417.610696,
2019/09/10 14:00,67.783931,298.727259,791.680311,427.102162,
2019/09/10 14:15,55.291623,152.600128,368.421188,1230.883564,
2019/09/10 14:30,52.990408,137.642233,757.326464,1120.425261,
2019/09/10 14:45,51.675429,127.286767,633.882735,1043.33457,
2019/09/10 15:00,51.511056,150.463286,289.686772,388.967747,
2019/09/10 15:15,46.744254,118.575026,512.411476,305.302158,
2019/09/10 15:30,45.75802,119.396888,385.18718,937.807441,
2019/09/10 15:45,41.15559,117.424419,870.414727,595.583948,
2019/09/10 16:00,38.854376,107.233325,403.76127,314.178271,
2019/09/10 16:15,37.375023,115.123204,440.580705,272.098918,
2019/09/10 16:30,37.046278,146.682719,216.541021,300.864101,
2019/09/10 16:45,45.429275,173.475433,219.499726,285.906206,
2019/09/10 17:00,39.511865,249.579889,170.352356,229.526447,
2019/09/10 17:15,33.265711,94.412272,164.434946,207.336162,
2019/09/10 17:30,28.663282,68.770166,197.473814,171.502963,
2019/09/10 17:45,29.649517,55.784741,182.515919,159.668145,
2019/09/10 18:00,13.541014,23.403363,44.607412,66.633324,
2019/09/10 18:15,8.281095,9.92482,16.828464,22.252756,
2019/09/10 18:30,5.979881,3.678666,6.144253,9.760448,
2019/09/10 18:45,3.678666,-2.567488,-2.238743,-1.745626,
2019/09/10 19:00,3.843038,-3.060606,-2.731861,-3.718095,
2019/09/10 19:15,3.514293,-2.567488,-3.060606,-3.553723,
2019/09/10 19:30,3.514293,-3.38935,-3.224978,-3.553723,
2019/09/10 19:45,4.007411,-3.553723,-3.224978,-3.553723,
2019/09/10 20:00,4.171783,-2.731861,-3.224978,-3.718095,
2019/09/10 20:15,4.171783,-3.060606,-3.38935,-3.224978,
2019/09/10 20:30,4.007411,-2.896233,-3.224978,-3.38935,
2019/09/10 20:45,4.500528,-2.896233,-2.731861,-3.718095,
2019/09/10 21:00,4.500528,-3.060606,-3.224978,-3.718095,
2019/09/10 21:15,4.336156,-3.38935,-2.896233,-3.553723,
2019/09/10 21:30,4.336156,-3.060606,-3.38935,-3.718095,
2019/09/10 21:45,4.500528,-3.718095,-3.060606,-3.224978,
2019/09/10 22:00,4.664901,-2.731861,-3.553723,-3.38935,
2019/09/10 22:15,4.500528,-3.224978,-3.060606,-3.224978,
2019/09/10 22:30,4.500528,-3.553723,-3.224978,-3.224978,
2019/09/10 22:45,4.664901,-2.403116,-3.224978,-3.38935,
2019/09/10 23:00,4.664901,-2.731861,-2.896233,-3.718095,
2019/09/10 23:15,4.993646,-3.060606,-3.553723,-3.38935,
2019/09/10 23:30,4.336156,-3.060606,-3.060606,-3.224978,
2019/09/10 23:45,4.336156,-3.224978,-3.224978,-3.224978,
2019/09/11 00:00,4.664901,-2.731861,-3.224978,-3.553723,
2019/09/11 00:15,4.171783,-3.060606,-3.060606,-4.04684,
2019/09/11 00:30,4.664901,-2.896233,-3.553723,-3.224978,
2019/09/11 00:45,4.664901,-3.060606,-3.38935,-3.224978,
2019/09/11 01:00,4.336156,-2.567488,-2.731861,-4.04684,
2019/09/11 01:15,4.664901,-2.896233,-3.553723,-3.224978,
2019/09/11 01:30,4.664901,-3.224978,-2.896233,-3.718095,
2019/09/11 01:45,4.829273,-2.896233,-3.553723,-3.224978,
2019/09/11 02:00,4.664901,-3.060606,-3.38935,-3.882468,
2019/09/11 02:15,4.664901,-2.896233,-3.718095,-3.224978,
2019/09/11 02:30,4.336156,-3.224978,-3.224978,-3.553723,
2019/09/11 02:45,4.500528,-2.896233,-3.060606,-3.38935,
2019/09/11 03:00,4.664901,-3.38935,-3.060606,-3.553723,
2019/09/11 03:15,4.664901,-3.553723,-2.896233,-3.553723,
2019/09/11 03:30,4.829273,-3.224978,-2.731861,-3.553723,
2019/09/11 03:45,4.829273,-2.731861,-3.060606,-3.38935,
2019/09/11 04:00,4.664901,-2.731861,-3.718095,-3.38935,
2019/09/11 04:15,4.664901,-3.224978,-3.38935,-3.718095,
2019/09/11 04:30,4.664901,-3.38935,-2.896233,-3.38935,
2019/09/11 04:45,4.664901,-2.567488,-3.224978,-3.224978,
2019/09/11 05:00,4.829273,-3.553723,-3.38935,-3.38935,
2019/09/11 05:15,4.500528,-3.553723,-3.060606,-3.224978,
2019/09/11 05:30,4.500528,-2.896233,-3.224978,-3.553723,
2019/09/11 05:45,4.829273,-2.896233,-2.896233,-3.718095,
2019/09/11 06:00,5.322391,-1.581253,-2.074371,-1.581253,
2019/09/11 06:15,6.966115,0.884334,3.843038,4.336156,
2019/09/11 06:30,8.445468,4.336156,7.95235,11.404172,
2019/09/11 06:45,23.403363,35.238181,52.168546,77.64628,
2019/09/11 07:00,30.964497,49.867331,71.071381,93.754782,
2019/09/11 07:15,26.197695,42.141825,66.797696,102.466523,
2019/09/11 07:30,21.759638,36.388788,51.017939,66.797696,
2019/09/11 07:45,36.388788,67.619559,94.083527,116.602556,
2019/09/11 08:00,54.305388,97.370977,138.957213,182.187174,
2019/09/11 08:15,91.453568,149.970169,244.319969,395.871391,
2019/09/11 08:30,83.563689,162.955594,219.006608,275.386367,
2019/09/11 08:45,67.455186,117.260046,162.462477,207.17179,
2019/09/11 09:00,70.085146,122.355593,171.99608,223.444665,
2019/09/11 09:15,105.5896,206.185555,270.619565,339.491632,
2019/09/11 09:30,545.779089,783.297315,389.13212,445.511879,
2019/09/11 09:45,126.629277,768.010675,809.761283,379.762889,
2019/09/11 10:00,113.315107,555.641437,726.588811,431.540218,
2019/09/11 10:15,136.655998,966.24388,588.515932,611.856823,
2019/09/11 10:30,95.398507,329.793656,460.634146,498.932933,
2019/09/11 10:45,116.438184,1084.427689,446.498114,1705.262527,
2019/09/11 11:00,113.479479,566.983138,884.715132,1523.959687,
2019/09/11 11:15,107.890815,551.367753,1169.243886,1647.074671,
2019/09/11 11:30,106.90458,507.480302,917.09651,1693.098964,
2019/09/11 11:45,96.220369,401.7888,457.675442,1662.196939,
2019/09/11 12:00,94.083527,638.156419,406.062485,850.525657,
2019/09/11 12:15,99.672191,810.747518,1126.835788,1425.007457,
2019/09/11 12:30,541.998522,745.820391,736.451159,1236.472228,
2019/09/11 12:45,90.30296,815.51432,1421.88438,555.477065,
2019/09/11 13:00,83.234944,736.779904,1307.974255,1415.638226,
2019/09/11 13:15,77.481907,332.259243,1288.085186,1447.362114,
2019/09/11 13:30,73.04385,315.821996,477.071394,1498.481954,
2019/09/11 13:45,77.810652,287.056813,1254.388828,1403.803408,
2019/09/11 14:00,60.880287,273.085152,408.363699,412.473011,
2019/09/11 14:15,27.18393,73.70134,156.545068,216.376649,
2019/09/11 14:30,56.606603,143.559642,726.095694,1109.247933,
2019/09/11 14:45,29.1564,67.455186,115.616321,141.094055,
2019/09/11 15:00,60.715915,118.575026,385.351553,322.72564,
2019/09/11 15:15,54.469761,125.807415,423.157222,262.400942,
2019/09/11 15:30,62.524012,150.956404,338.341025,918.904607,
2019/09/11 15:45,18.143444,43.456805,83.234944,115.945066,
2019/09/11 16:00,63.674619,147.833327,473.126455,383.872201,
2019/09/11 16:15,42.799315,120.876241,386.337788,289.029283,
2019/09/11 16:30,35.402554,118.903771,194.843854,384.694063,
2019/09/11 16:45,32.279477,159.503772,156.216323,262.565314,
2019/09/11 17:00,29.485145,407.04872,132.875431,188.268955,
2019/09/11 17:15,27.019557,74.030085,150.298914,162.626849,
2019/09/11 17:30,23.89648,55.784741,139.45033,144.874622,
2019/09/11 17:45,19.458424,40.333728,159.3394,194.350737,
2019/09/11 18:00,15.349112,29.813889,85.371786,129.587982,
2019/09/11 18:15,8.60984,11.732917,21.430893,32.115104,
2019/09/11 18:30,4.829273,1.541824,4.829273,7.95235,
2019/09/11 18:45,4.007411,-2.567488,-2.403116,-2.238743,
2019/09/11 19:00,3.021176,-3.060606,-2.896233,-3.553723,
2019/09/11 19:15,3.843038,-3.38935,-2.896233,-3.224978,
2019/09/11 19:30,3.843038,-3.060606,-3.060606,-3.553723,
2019/09/11 19:45,3.843038,-2.896233,-2.896233,-3.553723,
2019/09/11 20:00,3.843038,-2.731861,-3.060606,-3.882468,
2019/09/11 20:15,4.007411,-2.896233,-3.38935,-3.38935,
2019/09/11 20:30,4.007411,-3.882468,-2.731861,-3.718095,
2019/09/11 20:45,4.336156,-2.896233,-3.224978,-3.718095,
2019/09/11 21:00,4.664901,-3.224978,-3.060606,-3.553723,
2019/09/11 21:15,4.500528,-3.060606,-2.896233,-4.04684,
2019/09/11 21:30,4.171783,-3.060606,-2.896233,-3.553723,
2019/09/11 21:45,4.336156,-2.896233,-3.224978,-3.224978,
2019/09/11 22:00,4.336156,-3.224978,-2.731861,-3.553723,
2019/09/11 22:15,4.500528,-3.060606,-3.224978,-3.224978,
2019/09/11 22:30,4.664901,-2.731861,-2.731861,-3.224978,
2019/09/11 22:45,4.336156,-2.896233,-3.060606,-3.553723,
2019/09/11 23:00,4.336156,-3.38935,-2.896233,-3.553723,
2019/09/11 23:15,4.336156,-3.553723,-2.896233,-3.882468,
2019/09/11 23:30,4.500528,-3.060606,-3.060606,-3.224978,
2019/09/11 23:45,4.664901,-3.38935,-3.060606,-3.060606,
2019/09/12 00:00,4.336156,-2.896233,-2.896233,-3.718095,
2019/09/12 00:15,4.336156,-3.060606,-2.731861,-3.882468,
2019/09/12 00:30,4.500528,-3.224978,-3.224978,-3.882468,
2019/09/12 00:45,4.829273,-2.896233,-3.224978,-3.38935,
2019/09/12 01:00,4.664901,-3.224978,-2.896233,-3.882468,
2019/09/12 01:15,4.993646,-2.896233,-3.060606,-4.04684,
2019/09/12 01:30,4.829273,-3.718095,-2.896233,-3.224978,
2019/09/12 01:45,5.158018,-3.224978,-3.060606,-3.882468,
2019/09/12 02:00,4.829273,-2.896233,-3.38935,-3.718095,
2019/09/12 02:15,4.829273,-3.224978,-3.060606,-3.718095,
2019/09/12 02:30,4.993646,-2.567488,-3.38935,-3.38935,
2019/09/12 02:45,4.993646,-3.224978,-3.553723,-3.718095,
2019/09/12 03:00,4.993646,-3.224978,-3.060606,-3.553723,
2019/09/12 03:15,4.664901,-3.718095,-3.224978,-3.553723,
2019/09/12 03:30,4.993646,-3.224978,-3.224978,-3.224978,
2019/09/12 03:45,4.829273,-2.896233,-2.896233,-4.04684,
2019/09/12 04:00,4.664901,-2.896233,-2.896233,-3.882468,
2019/09/12 04:15,4.993646,-3.38935,-3.224978,-3.38935,
2019/09/12 04:30,4.829273,-3.553723,-3.060606,-3.224978,
2019/09/12 04:45,4.664901,-2.896233,-2.731861,-3.718095,
2019/09/12 05:00,4.993646,-2.731861,-3.060606,-3.553723,
2019/09/12 05:15,4.664901,-3.224978,-2.896233,-3.718095,
2019/09/12 05:30,4.993646,-2.731861,-3.224978,-3.38935,
2019/09/12 05:45,4.829273,-2.731861,-3.224978,-3.553723,
2019/09/12 06:00,5.322391,-2.403116,-0.923763,-0.923763,
2019/09/12 06:15,7.29486,3.021176,6.637371,9.760448,
2019/09/12 06:30,11.89729,13.21227,21.430893,35.402554,
2019/09/12 06:45,16.170974,21.924011,37.046278,57.428465,
2019/09/12 07:00,19.787169,30.635752,51.511056,79.290004,
2019/09/12 07:15,24.225225,40.826845,68.605794,139.121585,
2019/09/12 07:30,29.1564,47.566117,137.313488,142.409035,
2019/09/12 07:45,35.731299,56.277858,115.123204,151.285148,
2019/09/12 08:00,41.648708,67.783931,109.863285,242.511872,
2019/09/12 08:15,74.35883,101.973406,179.721587,236.101346,
2019/09/12 08:30,65.482717,110.685147,194.186364,347.217139,
2019/09/12 08:45,64.496482,436.471393,152.107011,272.098918,
2019/09/12 09:00,73.208223,152.764501,173.146688,287.221185,
2019/09/12 09:15,339.162887,747.957233,214.732924,288.043048,
2019/09/12 09:30,564.353178,786.256019,326.341834,296.097299,
2019/09/12 09:45,109.205795,514.383946,605.610669,324.533737,
2019/09/12 10:00,86.029276,643.745084,907.891651,350.997706,
2019/09/12 10:15,100.494054,856.114321,397.843861,386.173415,
2019/09/12 10:30,118.575026,958.025256,1123.548338,937.643069,
2019/09/12 10:45,104.438993,1169.408259,412.801756,1423.034988,
2019/09/12 11:00,105.5896,850.69003,593.447106,1512.617986,
2019/09/12 11:15,100.658426,743.190431,1184.859271,1528.890861,
2019/09/12 11:30,100.000936,349.682726,756.997719,1621.596937,
2019/09/12 11:45,75.01632,323.054385,378.447909,1176.80502,
2019/09/12 12:00,101.315916,412.801756,551.039008,1333.616361,
2019/09/12 12:15,103.124013,1011.117565,989.420399,1472.839847,
2019/09/12 12:30,550.874635,743.519176,627.143464,1279.702189,
2019/09/12 12:45,90.631705,646.375043,1056.648741,558.600142,
2019/09/12 13:00,79.947494,357.90135,1319.809073,1371.093285,
2019/09/12 13:15,72.550733,980.379912,1165.627692,1398.214744,
2019/09/12 13:30,69.263283,601.66573,383.872201,1417.610696,
2019/09/12 13:45,61.373405,241.69001,1075.715948,1344.629317,
2019/09/12 14:00,57.921583,252.045476,379.927261,385.022808,
2019/09/12 14:15,52.826036,149.641424,451.429288,1235.814739,
2019/09/12 14:30,50.196076,126.958022,757.655209,1106.124856,
2019/09/12 14:45,52.497291,117.588791,384.365318,995.009063,
