Please note that (-9999) indicates a null value
Radiation, incoming PAR (PAR) [umol/m^2 s]

DateTime,TRF_NETower_100_SQ-110,TRF_NETower_300_SQ-110,TRF_NETower_700_SQ-110,TRF_NETower_1300_SQ-110,TRF_NETower_2000_SQ-110
2019/09/28 15:45,20.43,23.045,38.370000000000005,135.55,34.28,
2019/09/28 16:00,17.595,20.43,34.735,89.35000000000001,36.324999999999996,
2019/09/28 16:15,17.025,20.43,29.740000000000002,65.7,34.28,
2019/09/28 16:30,13.620000000000001,18.73,26.110000000000003,58.449999999999996,30.65,
2019/09/28 16:45,12.26,16.23,21.795,49.699999999999996,29.4,
2019/09/28 17:00,9.76,12.940000000000001,19.525,38.14,27.47,
2019/09/28 17:15,9.195,10.895,17.935000000000002,33.824999999999996,29.060000000000002,
2019/09/28 17:30,6.8100000000000005,9.08,14.530000000000001,25.994999999999997,34.96,
2019/09/28 17:45,5.220000000000001,6.8100000000000005,9.76,19.525,21.34,
2019/09/28 18:00,3.4050000000000002,3.4050000000000002,5.675,11.805000000000001,14.075,
2019/09/28 18:15,0.68,1.4749999999999999,2.27,4.77,5.45,
2019/09/28 18:30,0,0,0,0.22499999999999998,0.45499999999999996,
2019/09/28 18:45,0,0,0,0,0,
2019/09/28 19:00,0,0,0,0,0,
2019/09/28 19:15,0,0,0,0,0,
2019/09/28 19:30,0,0,0,0,0,
2019/09/28 19:45,0,0,0,0,0,
2019/09/28 20:00,0,0,0,0,0,
2019/09/28 20:15,0,0,0,0,0,
2019/09/28 20:30,0,0,0,0,0,
2019/09/28 20:45,0,0,0,0,0,
2019/09/28 21:00,0,0,0,0,0,
2019/09/28 21:15,0,0,0,0,0,
2019/09/28 21:30,0,0,0,0,0,
2019/09/28 21:45,0,0,0,0,0,
2019/09/28 22:00,0,0,0,0,0,
2019/09/28 22:15,0,0,0,0,0,
2019/09/28 22:30,0,0,0,0,0,
2019/09/28 22:45,0,0,0,0,0,
2019/09/28 23:00,0,0,0,0,0,
2019/09/28 23:15,0,0,0,0,0,
2019/09/28 23:30,0,0,0,0,0,
2019/09/28 23:45,0,0,0,0,0,
2019/09/29 00:00,0,0,0,0,0,
2019/09/29 00:15,0,0,0,0,0,
2019/09/29 00:30,0,0,0,0,0,
2019/09/29 00:45,0,0,0,0,0,
2019/09/29 01:00,0,0,0,0,0,
2019/09/29 01:15,0,0,0,0,0,
2019/09/29 01:30,0,0,0,0,0,
2019/09/29 01:45,0,0,0,0,0,
2019/09/29 02:00,0,0,0,0,0,
2019/09/29 02:15,0,0,0,0,0,
2019/09/29 02:30,0,0,0,0,0,
2019/09/29 02:45,0,0,0,0,0,
2019/09/29 03:00,0,0,0,0,0,
2019/09/29 03:15,0,0,0,0,0,
2019/09/29 03:30,0,0,0,0,0,
2019/09/29 03:45,0,0,0,0,0,
2019/09/29 04:00,0,0,0,0,0,
2019/09/29 04:15,0,0,0,0,0,
2019/09/29 04:30,0,0,0,0,0,
2019/09/29 04:45,0,0,0,0,0,
2019/09/29 05:00,0,0,0,0,0,
2019/09/29 05:15,0,0,0,0,0,
2019/09/29 05:30,0,0,0,0,0,
2019/09/29 05:45,0,0,0,0,0,
2019/09/29 06:00,0,0,0,0,0,
2019/09/29 06:15,0,0,0,0.22499999999999998,2.045,
2019/09/29 06:30,0.45499999999999996,1.4749999999999999,2.27,3.63,9.535,
2019/09/29 06:45,3.4050000000000002,4.88,6.245000000000001,10.895,31.33,
2019/09/29 07:00,6.3549999999999995,7.265000000000001,11.240000000000002,18.955,57.199999999999996,
2019/09/29 07:15,6.8100000000000005,10.215,13.620000000000001,20.659999999999997,90.25,
2019/09/29 07:30,9.31,10.67,17.935000000000002,23.84,175.04999999999998,
2019/09/29 07:45,10.215,13.620000000000001,17.935000000000002,30.08,399.09999999999997,
2019/09/29 08:00,11.579999999999998,15.440000000000001,20.43,32.58,503,
2019/09/29 08:15,13.620000000000001,17.255,22.705000000000002,40.199999999999996,590.5,
2019/09/29 08:30,15.440000000000001,26.110000000000003,20.884999999999998,68.89999999999999,674,
2019/09/29 08:45,17.71,20.659999999999997,21.115,69.25,780,
2019/09/29 09:00,20.435,25.884999999999998,23.84,62.45,850.5,
2019/09/29 09:15,20.435,20.435,25.880000000000003,52.45,603.5,
2019/09/29 09:30,22.25,23.84,36.44,59.699999999999996,987.5,
2019/09/29 09:45,23.5,24.975,42.25,73.35,1033.5,
2019/09/29 10:00,23.610000000000003,23.84,41.550000000000004,57.9,963,
2019/09/29 10:15,23.384999999999998,24.744999999999997,45.85,60.599999999999994,1117,
2019/09/29 10:30,30.990000000000002,30.65,44.050000000000004,71.65,1111,
2019/09/29 10:45,26.335,75.25,44.050000000000004,66.2,1067,
2019/09/29 11:00,39.504999999999995,57,54.85,62.199999999999996,952,
2019/09/29 11:15,49.85,56.849999999999994,53.7,66.75,324.09999999999997,
2019/09/29 11:30,39.05,38.595,48.7,86.05000000000001,657,
2019/09/29 11:45,33.94,35.19,54.050000000000004,76.15,1016.5,
2019/09/29 12:00,33.6,37.004999999999995,59.25,91.15,218.75,
2019/09/29 12:15,33.144999999999996,40.4,132.6,122.15,173.70000000000002,
2019/09/29 12:30,36.78,46.3,85.35,199,149.60000000000002,
2019/09/29 12:45,50.4,59.25,123.94999999999999,499.5,147.35,
2019/09/29 13:00,52.45,57.199999999999996,97.4,385.05,374.95,
2019/09/29 13:15,54.25,74.45,81.4,262.9,123.75,
2019/09/29 13:30,85.35,84.9,126.25,246.9,104,
2019/09/29 13:45,158.9,104,312.5,160.95,90.60000000000001,
2019/09/29 14:00,88.45,108.94999999999999,402,483,125.1,
2019/09/29 14:15,130.1,76.5,727.5,811.5,62.65,
2019/09/29 14:30,55.05,95.60000000000001,547.5,765.5,48.6,
2019/09/29 14:45,46.3,57.1,162.10000000000002,462.5,41.550000000000004,
2019/09/29 15:00,45.300000000000004,44.85,77.55,577.5,34.055,
2019/09/29 15:15,30.65,35.415,52.9,541,34.055,
2019/09/29 15:30,20.659999999999997,26.560000000000002,42.35,519.5,32.69,
2019/09/29 15:45,19.41,21.795,36.55,112.6,33.715,
2019/09/29 16:00,17.025,20.659999999999997,31.785,77.85,61.5,
2019/09/29 16:15,15.89,20.43,28.264999999999997,64,35.870000000000005,
2019/09/29 16:30,13.620000000000001,17.935000000000002,24.29,55.85,30.195,
2019/09/29 16:45,11.690000000000001,15.095,20.659999999999997,48.25,27.244999999999997,
2019/09/29 17:00,10.215,13.51,20.435,38.14,27.244999999999997,
2019/09/29 17:15,8.4,10.215,16.915,32.69,28.264999999999997,
2019/09/29 17:30,6.8100000000000005,8.74,12.940000000000001,24.18,27.014999999999997,
2019/09/29 17:45,4.655,6.470000000000001,9.08,18.615,20.435,
2019/09/29 18:00,3.4050000000000002,3.4050000000000002,5.335,10.67,13.620000000000001,
2019/09/29 18:15,0.34,1.02,1.9300000000000002,4.3149999999999995,4.77,
2019/09/29 18:30,0,0,0,0,0.22499999999999998,
2019/09/29 18:45,0,0,0,0,0,
2019/09/29 19:00,0,0,0,0,0,
2019/09/29 19:15,0,0,0,0,0,
2019/09/29 19:30,0,0,0,0,0,
2019/09/29 19:45,0,0,0,0,0,
2019/09/29 20:00,0,0,0,0,0,
2019/09/29 20:15,0,0,0,0,0,
2019/09/29 20:30,0,0,0,0,0,
2019/09/29 20:45,0,0,0,0,0,
2019/09/29 21:00,0,0,0,0,0,
2019/09/29 21:15,0,0,0,0,0,
2019/09/29 21:30,0,0,0,0,0,
2019/09/29 21:45,0,0,0,0,0,
2019/09/29 22:00,0,0,0,0,0,
2019/09/29 22:15,0,0,0,0,0,
2019/09/29 22:30,0,0,0,0,0,
2019/09/29 22:45,0,0,0,0,0,
2019/09/29 23:00,0,0,0,0,0,
2019/09/29 23:15,0,0,0,0,0,
2019/09/29 23:30,0,0,0,0,0,
2019/09/29 23:45,0,0,0,0,0,
2019/09/30 00:00,0,0,0,0,0,
2019/09/30 00:15,0,0,0,0,0,
2019/09/30 00:30,0,0,0,0,0,
2019/09/30 00:45,0,0,0,0,0,
2019/09/30 01:00,0,0,0,0,0,
2019/09/30 01:15,0,0,0,0,0,
2019/09/30 01:30,0,0,0,0,0,
2019/09/30 01:45,0,0,0,0,0,
2019/09/30 02:00,0,0,0,0,0,
2019/09/30 02:15,0,0,0,0,0,
2019/09/30 02:30,0,0,0,0,0,
2019/09/30 02:45,0,0,0,0,0,
2019/09/30 03:00,0,0,0,0,0,
2019/09/30 03:15,0,0,0,0,0,
2019/09/30 03:30,0,0,0,0,0,
2019/09/30 03:45,0,0,0,0,0,
2019/09/30 04:00,0,0,0,0,0,
2019/09/30 04:15,0,0,0,0,0,
2019/09/30 04:30,0,0,0,0,0,
2019/09/30 04:45,0,0,0,0,0,
2019/09/30 05:00,0,0,0,0,0,
2019/09/30 05:15,0,0,0,0,0,
2019/09/30 05:30,0,0,0,0,0,
2019/09/30 05:45,0,0,0,0,0,
2019/09/30 06:00,0,0,0,0,0,
2019/09/30 06:15,0,0,0,0,1.36,
2019/09/30 06:30,0.11499999999999999,1.36,2.045,3.4050000000000002,7.945,
2019/09/30 06:45,3.29,4.88,6.470000000000001,11.125,30.65,
2019/09/30 07:00,6.3549999999999995,7.265000000000001,10.67,19.75,57,
2019/09/30 07:15,6.8100000000000005,10.215,13.620000000000001,20.659999999999997,87.4,
2019/09/30 07:30,9.08,12.940000000000001,17.37,24.064999999999998,170.04999999999998,
2019/09/30 07:45,10.215,14.415,17.935000000000002,29.514999999999997,397.75,
2019/09/30 08:00,11.465,14.755,20.435,33.375,520,
2019/09/30 08:15,13.620000000000001,17.37,21.795,45.75,606.5,
2019/09/30 08:30,15.440000000000001,21.795,19.98,54.5,668,
2019/09/30 08:45,17.825,20.435,20.435,66.05000000000001,796,
2019/09/30 09:00,20.21,26.34,23.384999999999998,51.3,824,
2019/09/30 09:15,20.435,20.435,24.52,51.550000000000004,652,
2019/09/30 09:30,21.8,21.795,31.335,58.35,997.5,
2019/09/30 09:45,21.230000000000004,25.43,35.875,67.64999999999999,1037.5,
2019/09/30 10:00,20.435,22.93,44.95,56.550000000000004,1098,
2019/09/30 10:15,20.89,24.064999999999998,43.150000000000006,60.85,1154,
2019/09/30 10:30,23.84,30.425,42.25,69.5,1116.5,
2019/09/30 10:45,25.09,121.35,44.5,77.2,1113,
2019/09/30 11:00,41.1,62.9,50.4,62,892.5,
2019/09/30 11:15,86.25,45.650000000000006,59.349999999999994,63.550000000000004,314.9,
2019/09/30 11:30,39.955,41.75,48.9,84,714,
2019/09/30 11:45,32.805,34.28,51.550000000000004,74.7,1043.5,
2019/09/30 12:00,31.785,34.85,57.9,89.55,236.70000000000002,
2019/09/30 12:15,30.875,37.685,116.44999999999999,120.64999999999999,162.54999999999998,
2019/09/30 12:30,43.5,51.550000000000004,78.89999999999999,214.3,147.35,
2019/09/30 12:45,43.5,55.85,118.3,508,139.95,
2019/09/30 13:00,49.050000000000004,53.35,88.3,437,342.95000000000005,
2019/09/30 13:15,52.65,58.8,77.64999999999999,249.5,118.5,
2019/09/30 13:30,84.25,77.4,122.35,236.1,101.5,
2019/09/30 13:45,150.39999999999998,92.15,202.95000000000002,190.25,91.5,
2019/09/30 14:00,79.35,110.35,391.04999999999995,505.5,115.8,
2019/09/30 14:15,133.5,75.5,716.5,810,60.5,
2019/09/30 14:30,55.05,87.65,549.5,787,46.75,
2019/09/30 14:45,45.650000000000006,49.5,118.4,433,38.595,
2019/09/30 15:00,38.370000000000005,43.8,72.9,645,31.105,
2019/09/30 15:15,30.990000000000002,39.504999999999995,50.4,518.5,30.65,
2019/09/30 15:30,22.02,25.77,41.3,496,30.65,
2019/09/30 15:45,18.955,21.455000000000002,34.96,97.6,40.4,
2019/09/30 16:00,17.025,20.659999999999997,30.76,73.8,113.75,
2019/09/30 16:15,15.325,20.435,27.585,62.199999999999996,37.915,
2019/09/30 16:30,13.620000000000001,17.71,23.84,53.099999999999994,30.08,
2019/09/30 16:45,11.125,14.755,20.884999999999998,45.4,27.244999999999997,
2019/09/30 17:00,10.215,13.280000000000001,19.98,37.235,27.244999999999997,
2019/09/30 17:15,8.175,10.215,16.575,32.69,34.51,
2019/09/30 17:30,6.8100000000000005,8.515,12.715,23.384999999999998,25.54,
2019/09/30 17:45,4.54,6.245000000000001,9.08,17.82,19.98,
2019/09/30 18:00,3.4050000000000002,3.4050000000000002,4.995,10.105,13.17,
2019/09/30 18:15,0.22499999999999998,0.795,1.59,3.8600000000000003,4.54,
2019/09/30 18:30,0,0,0,0,0,
2019/09/30 18:45,0,0,0,0,0,
2019/09/30 19:00,0,0,0,0,0,
2019/09/30 19:15,0,0,0,0,0,
2019/09/30 19:30,0,0,0,0,0,
2019/09/30 19:45,0,0,0,0,0,
2019/09/30 20:00,0,0,0,0,0,
2019/09/30 20:15,0,0,0,0,0,
2019/09/30 20:30,0,0,0,0,0,
2019/09/30 20:45,0,0,0,0,0,
2019/09/30 21:00,0,0,0,0,0,
2019/09/30 21:15,0,0,0,0,0,
2019/09/30 21:30,0,0,0,0,0,
2019/09/30 21:45,0,0,0,0,0,
2019/09/30 22:00,0,0,0,0,0,
2019/09/30 22:15,0,0,0,0,0,
2019/09/30 22:30,0,0,0,0,0,
2019/09/30 22:45,0,0,0,0,0,
2019/09/30 23:00,0,0,0,0,0,
2019/09/30 23:15,0,0,0,0,0,
2019/09/30 23:30,0,0,0,0,0,
2019/09/30 23:45,0,0,0,0,0,
2019/10/01 00:00,0,0,0,0,0,
2019/10/01 00:15,0,0,0,0,0,
2019/10/01 00:30,0,0,0,0,0,
2019/10/01 00:45,0,0,0,0,0,
2019/10/01 01:00,0,0,0,0,0,
2019/10/01 01:15,0,0,0,0,0,
2019/10/01 01:30,0,0,0,0,0,
2019/10/01 01:45,0,0,0,0,0,
2019/10/01 02:00,0,0,0,0,0,
2019/10/01 02:15,0,0,0,0,0,
2019/10/01 02:30,0,0,0,0,0,
2019/10/01 02:45,0,0,0,0,0,
2019/10/01 03:00,0,0,0,0,0,
2019/10/01 03:15,0,0,0,0,0,
2019/10/01 03:30,0,0,0,0,0,
2019/10/01 03:45,0,0,0,0,0,
2019/10/01 04:00,0,0,0,0,0,
2019/10/01 04:15,0,0,0,0,0,
2019/10/01 04:30,0,0,0,0,0,
2019/10/01 04:45,0,0,0,0,0,
2019/10/01 05:00,0,0,0,0,0,
2019/10/01 05:15,0,0,0,0,0,
2019/10/01 05:30,0,0,0,0,0,
2019/10/01 05:45,0,0,0,0,0,
2019/10/01 06:00,0,0,0,0,0,
2019/10/01 06:15,0,0,0,0,1.36,
2019/10/01 06:30,0,0.22499999999999998,1.25,2.725,7.039999999999999,
2019/10/01 06:45,2.9499999999999997,3.4050000000000002,3.5199999999999996,6.3549999999999995,19.295,
2019/10/01 07:00,3.8600000000000003,5.45,7.039999999999999,12.485,36.095,
2019/10/01 07:15,6.8100000000000005,8.4,12.030000000000001,19.07,72.9,
2019/10/01 07:30,8.285,11.240000000000002,16.345,23.045,151.64999999999998,
2019/10/01 07:45,10.215,15.095,17.595,34.85,381.65,
2019/10/01 08:00,11.35,14.755,20.435,33.715,512,
2019/10/01 08:15,13.620000000000001,17.595,20.659999999999997,45.199999999999996,600,
2019/10/01 08:30,15.665,20.43,21.34,48.150000000000006,653,
2019/10/01 08:45,18.615,20.659999999999997,21.225,71.05000000000001,793,
2019/10/01 09:00,20.43,29.514999999999997,23.84,51.65,821,
2019/10/01 09:15,20.43,20.659999999999997,24.634999999999998,52.45,679.5,
2019/10/01 09:30,23.95,21.795,29.740000000000002,63.35,1007,
2019/10/01 09:45,20.89,27.244999999999997,35.985,73.55000000000001,1047.5,
2019/10/01 10:00,21.230000000000004,21.68,38.144999999999996,56.849999999999994,1085,
2019/10/01 10:15,20.775000000000002,24.064999999999998,41.2,58.7,1148,
2019/10/01 10:30,23.494999999999997,30.419999999999998,40.300000000000004,88.3,1127,
2019/10/01 10:45,24.064999999999998,120.64999999999999,45.650000000000006,70.4,1116,
2019/10/01 11:00,45.4,74.7,50.85,61.3,802,
2019/10/01 11:15,116.6,44.25,49.699999999999996,63.449999999999996,312.95000000000005,
2019/10/01 11:30,40.650000000000006,42.55,49.85,69.35,746,
2019/10/01 11:45,32.24,34.85,52.45,74.7,1038.5,
2019/10/01 12:00,31.33,34.51,59.5,94.2,247.54999999999998,
2019/10/01 12:15,31.33,37.235,188.64999999999998,134.14999999999998,196.25,
2019/10/01 12:30,44.699999999999996,46.3,79.45,211.25,190.15,
2019/10/01 12:45,42.800000000000004,48.6,107.4,485,138.05,
2019/10/01 13:00,43.6,51.3,86.6,439.5,257,
2019/10/01 13:15,53.8,56.550000000000004,79,251.64999999999998,119.3,
2019/10/01 13:30,81.5,73.65,137.25,241.35000000000002,102.5,
2019/10/01 13:45,142.79999999999998,88.75,157.35,173,90.15,
2019/10/01 14:00,89.45,164.05,519,572.5,100.7,
2019/10/01 14:15,87.05,73.45,694,776,62.45,
2019/10/01 14:30,56.550000000000004,63.8,457.5,697.5,47.9,
2019/10/01 14:45,44.050000000000004,55.599999999999994,127.6,306.25,38.824999999999996,
2019/10/01 15:00,35.870000000000005,43.35,71.5,716,38.03,
2019/10/01 15:15,31.9,57.9,50.4,498.5,34.055,
2019/10/01 15:30,20.659999999999997,27.014999999999997,41.3,346.8,32.01,
2019/10/01 15:45,18.845,22.705000000000002,35.305,103.85,88.9,
2019/10/01 16:00,17.025,20.435,31.445,75.35,63.099999999999994,
2019/10/01 16:15,15.209999999999999,20.43,28.15,61.5,33.144999999999996,
2019/10/01 16:30,13.620000000000001,17.82,23.84,52.9,30.419999999999998,
2019/10/01 16:45,11.125,14.755,20.435,45.300000000000004,28.380000000000003,
2019/10/01 17:00,10.215,13.280000000000001,19.98,37.004999999999995,27.244999999999997,
2019/10/01 17:15,8.175,10.215,16.345,30.990000000000002,29.060000000000002,
2019/10/01 17:30,6.8100000000000005,8.285,12.715,22.705000000000002,28.605,
2019/10/01 17:45,4.2,6.015000000000001,8.74,17.37,19.525,
2019/10/01 18:00,3.18,3.4050000000000002,4.77,9.31,11.805000000000001,
2019/10/01 18:15,0,0.5700000000000001,1.36,3.18,3.975,
2019/10/01 18:30,0,0,0,0,0,
2019/10/01 18:45,0,0,0,0,0,
2019/10/01 19:00,0,0,0,0,0,
2019/10/01 19:15,0,0,0,0,0,
2019/10/01 19:30,0,0,0,0,0,
2019/10/01 19:45,0,0,0,0,0,
2019/10/01 20:00,0,0,0,0,0,
2019/10/01 20:15,0,0,0,0,0,
2019/10/01 20:30,0,0,0,0,0,
2019/10/01 20:45,0,0,0,0,0,
2019/10/01 21:00,0,0,0,0,0,
2019/10/01 21:15,0,0,0,0,0,
2019/10/01 21:30,0,0,0,0,0,
2019/10/01 21:45,0,0,0,0,0,
2019/10/01 22:00,0,0,0,0,0,
2019/10/01 22:15,0,0,0,0,0,
2019/10/01 22:30,0,0,0,0,0,
2019/10/01 22:45,0,0,0,0,0,
2019/10/01 23:00,0,0,0,0,0,
2019/10/01 23:15,0,0,0,0,0,
2019/10/01 23:30,0,0,0,0,0,
2019/10/01 23:45,0,0,0,0,0,
2019/10/02 00:00,0,0,0,0,0,
2019/10/02 00:15,0,0,0,0,0,
2019/10/02 00:30,0,0,0,0,0,
2019/10/02 00:45,0,0,0,0,0,
2019/10/02 01:00,0,0,0,0,0,
2019/10/02 01:15,0,0,0,0,0,
2019/10/02 01:30,0,0,0,0,0,
2019/10/02 01:45,0,0,0,0,0,
2019/10/02 02:00,0,0,0,0,0,
2019/10/02 02:15,0,0,0,0,0,
2019/10/02 02:30,0,0,0,0,0,
2019/10/02 02:45,0,0,0,0,0,
2019/10/02 03:00,0,0,0,0,0,
2019/10/02 03:15,0,0,0,0,0,
2019/10/02 03:30,0,0,0,0,0,
2019/10/02 03:45,0,0,0,0,0,
2019/10/02 04:00,0,0,0,0,0,
2019/10/02 04:15,0,0,0,0,0,
2019/10/02 04:30,0,0,0,0,0,
2019/10/02 04:45,0,0,0,0,0,
2019/10/02 05:00,0,0,0,0,0,
2019/10/02 05:15,0,0,0,0,0,
2019/10/02 05:30,0,0,0,0,0,
2019/10/02 05:45,0,0,0,0,0,
2019/10/02 06:00,0,0,0,0,0,
2019/10/02 06:15,0,0,0,0,1.25,
2019/10/02 06:30,0,1.02,1.815,3.065,7.6049999999999995,
2019/10/02 06:45,3.18,4.425,5.675,9.31,26.110000000000003,
2019/10/02 07:00,5.335,6.8100000000000005,9.65,16.575,53.099999999999994,
2019/10/02 07:15,6.8100000000000005,9.99,13.395,20.43,80.8,
2019/10/02 07:30,8.285,12.375,15.665,22.59,148.25,
2019/10/02 07:45,10.215,13.620000000000001,17.255,29.740000000000002,360.20000000000005,
2019/10/02 08:00,10.67,15.095,20.659999999999997,34.28,477,
2019/10/02 08:15,13.620000000000001,18.505,20.43,41.3,568.5,
2019/10/02 08:30,15.665,21.455000000000002,20.43,51.65,644,
2019/10/02 08:45,18.505,20.884999999999998,21.115,71.95,780.5,
2019/10/02 09:00,19.865,24.29,23.84,51.1,794,
2019/10/02 09:15,22.25,21.57,24.975,53,687,
2019/10/02 09:30,20.43,20.43,29.285,74.45,986,
2019/10/02 09:45,20.43,25.2,35.19,77.85,1052,
2019/10/02 10:00,20.43,23.610000000000003,37.915,62.9,1067.5,
2019/10/02 10:15,21.34,24.52,42.55,58.550000000000004,1086.5,
2019/10/02 10:30,22.93,30.65,39.955,65.7,1102.5,
2019/10/02 10:45,24.860000000000003,108.4,46.2,75.35,1073.5,
2019/10/02 11:00,44.15,91.7,46.75,61.3,741,
2019/10/02 11:15,119.3,42.25,63.099999999999994,65.4,314.45,
2019/10/02 11:30,43.35,44.699999999999996,57.55,70.4,800.5,
2019/10/02 11:45,33.94,35.074999999999996,53.8,76.75,1050,
2019/10/02 12:00,30.65,34.620000000000005,71.39999999999999,91.25,272.45,
2019/10/02 12:15,32.69,37.685,154.04999999999998,144.95,239.4,
2019/10/02 12:30,39.845,45.949999999999996,76.85,199.65,176.95,
2019/10/02 12:45,41.3,51.550000000000004,104,454,141,
2019/10/02 13:00,41.900000000000006,55.15,99.65,437.5,202.75,
2019/10/02 13:15,53,56.75,84,253.15,116.89999999999999,
2019/10/02 13:30,90.15,72.64999999999999,163,218.5,104.65,
2019/10/02 13:45,90.35,94,178.55,198.75,91.5,
2019/10/02 14:00,97.15,246.45,501.5,640,110.35,
2019/10/02 14:15,78.2,85.15,647.5,748.5,76.3,
2019/10/02 14:30,65.05,74.9,341.55,559.5,50.949999999999996,
2019/10/02 14:45,50.4,69.35,111,423.5,74.7,
2019/10/02 15:00,34.51,35.870000000000005,56.2,503,50.4,
2019/10/02 15:15,28.15,61.050000000000004,61.65,477.5,37.345,
2019/10/02 15:30,21.34,26.675,45.05,329.4,35.985,
2019/10/02 15:45,19.75,22.705000000000002,37.004999999999995,100.8,57.199999999999996,
2019/10/02 16:00,17.025,20.659999999999997,32.35,82.65,54.25,
2019/10/02 16:15,17.025,22.02,29.97,64.15,40.300000000000004,
2019/10/02 16:30,18.16,21.34,30.875,62.199999999999996,37.235,
2019/10/02 16:45,16.8,19.75,28.605,57.300000000000004,37.345,
2019/10/02 17:00,11.125,14.755,21.115,42.45,37.004999999999995,
2019/10/02 17:15,10.215,13.620000000000001,20.43,37.685,44.699999999999996,
2019/10/02 17:30,9.535,12.26,17.935000000000002,29.4,31.445,
2019/10/02 17:45,4.3149999999999995,6.015000000000001,8.74,17.37,19.98,
2019/10/02 18:00,2.84,3.4050000000000002,4.54,9.08,10.895,
2019/10/02 18:15,0,0.22499999999999998,1.135,2.6100000000000003,3.18,
2019/10/02 18:30,0,0,0,0,0,
2019/10/02 18:45,0,0,0,0,0,
2019/10/02 19:00,0,0,0,0,0,
2019/10/02 19:15,0,0,0,0,0,
2019/10/02 19:30,0,0,0,0,0,
2019/10/02 19:45,0,0,0,0,0,
2019/10/02 20:00,0,0,0,0,0,
2019/10/02 20:15,0,0,0,0,0,
2019/10/02 20:30,0,0,0,0,0,
2019/10/02 20:45,0,0,0,0,0,
2019/10/02 21:00,0,0,0,0,0,
2019/10/02 21:15,0,0,0,0,0,
2019/10/02 21:30,0,0,0,0,0,
2019/10/02 21:45,0,0,0,0,0,
2019/10/02 22:00,0,0,0,0,0,
2019/10/02 22:15,0,0,0,0,0,
2019/10/02 22:30,0,0,0,0,0,
2019/10/02 22:45,0,0,0,0,0,
2019/10/02 23:00,0,0,0,0,0,
2019/10/02 23:15,0,0,0,0,0,
2019/10/02 23:30,0,0,0,0,0,
2019/10/02 23:45,0,0,0,0,0,
2019/10/03 00:00,0,0,0,0,0,
2019/10/03 00:15,0,0,0,0,0,
2019/10/03 00:30,0,0,0,0,0,
2019/10/03 00:45,0,0,0,0,0,
2019/10/03 01:00,0,0,0,0,0,
2019/10/03 01:15,0,0,0,0,0,
2019/10/03 01:30,0,0,0,0,0,
2019/10/03 01:45,0,0,0,0,0,
2019/10/03 02:00,0,0,0,0,0,
2019/10/03 02:15,0,0,0,0,0,
2019/10/03 02:30,0,0,0,0,0,
2019/10/03 02:45,0,0,0,0,0,
2019/10/03 03:00,0,0,0,0,0,
2019/10/03 03:15,0,0,0,0,0,
2019/10/03 03:30,0,0,0,0,0,
2019/10/03 03:45,0,0,0,0,0,
2019/10/03 04:00,0,0,0,0,0,
2019/10/03 04:15,0,0,0,0,0,
2019/10/03 04:30,0,0,0,0,0,
2019/10/03 04:45,0,0,0,0,0,
2019/10/03 05:00,0,0,0,0,0,
2019/10/03 05:15,0,0,0,0,0,
2019/10/03 05:30,0,0,0,0,0,
2019/10/03 05:45,0,0,0,0,0,
2019/10/03 06:00,0,0,0,0,0,
2019/10/03 06:15,0,0,0,0,1.25,
2019/10/03 06:30,0,0.9099999999999999,1.705,2.84,7.265000000000001,
2019/10/03 06:45,3.18,4.085,5.675,9.084999999999999,25.659999999999997,
2019/10/03 07:00,5.789999999999999,6.8100000000000005,9.65,16.35,52.9,
2019/10/03 07:15,6.8100000000000005,9.535,13.625,20.435,85.15,
2019/10/03 07:30,8.29,10.22,14.985,22.25,137.25,
2019/10/03 07:45,10.22,13.625,17.71,28.494999999999997,364.20000000000005,
2019/10/03 08:00,10.445,14.305000000000001,20.435,40.199999999999996,482.5,
2019/10/03 08:15,13.625,17.94,20.435,41.1,558.5,
2019/10/03 08:30,15.895,21.005,20.435,44.85,654.5,
2019/10/03 08:45,22.480000000000004,21.345,20.435,55.199999999999996,789.5,
2019/10/03 09:00,18.05,22.595,22.25,47.699999999999996,796,
2019/10/03 09:15,21.57,20.665,24.07,50.85,777,
2019/10/03 09:30,20.665,20.435,28.725,60.4,1014,
2019/10/03 09:45,21.005,23.615,32.245,57.65,1035.5,
2019/10/03 10:00,20.435,23.615,36.215,56.3,1143.5,
2019/10/03 10:15,22.025000000000002,23.84,55.650000000000006,54.95,1046,
2019/10/03 10:30,22.480000000000004,30.2,40.300000000000004,76.75,1130.5,
2019/10/03 10:45,24.860000000000003,103.55000000000001,42.25,73.1,1069,
2019/10/03 11:00,45.85,85.60000000000001,48.35,58.25,683,
2019/10/03 11:15,119.3,41.550000000000004,52.45,63.25,303.09999999999997,
2019/10/03 11:30,50.85,56.2,60.85,71.05000000000001,859,
2019/10/03 11:45,34.735,34.965,56.4,74,1053.5,
2019/10/03 12:00,30.65,34.85,60.300000000000004,89.2,278,
2019/10/03 12:15,31.785,37.915,75.6,136.45,379.15,
2019/10/03 12:30,38.48,42.9,72.2,195.7,236,
2019/10/03 12:45,43.150000000000006,47.9,126,444.5,162.10000000000002,
2019/10/03 13:00,42,65.25,101.7,421.5,185.25,
2019/10/03 13:15,50.949999999999996,59.25,89.2,245.85000000000002,137,
2019/10/03 13:30,93.2,73.35,150.5,189.35,119.2,
