Please note that (-9999) indicates a null value
Temperature (AirTempC) [degC]

DateTime,TRF_MTN_100_HMP45,TRF_MTN_300_HMP45,TRF_MTN_700_HMP45,TRF_MTN_1300_HMP45
2019/08/29 02:45,24.333349,23.952005,23.873106,23.89283,
2019/08/29 03:00,24.448409,23.889543,23.961867,23.859956,
2019/08/29 03:15,24.438547,24.103227,24.014466,23.685721,
2019/08/29 03:30,24.224863,23.93228,23.975017,23.94543,
2019/08/29 03:45,24.336636,23.93228,24.001316,23.902693,
2019/08/29 04:00,24.343211,24.195276,23.922418,23.975017,
2019/08/29 04:15,24.510871,24.22815,23.879681,23.975017,
2019/08/29 04:30,24.491146,24.080215,23.938855,23.853381,
2019/08/29 04:45,24.431972,24.139389,24.149252,23.922418,
2019/08/29 05:00,24.533883,24.251162,24.300474,24.09994,
2019/08/29 05:15,24.297187,24.145964,23.77777,23.787632,
2019/08/29 05:30,24.43526,23.840231,24.004604,23.754758,
2019/08/29 05:45,24.195276,23.968442,23.75147,23.590385,
2019/08/29 06:00,24.172264,23.794207,23.603535,23.580523,
2019/08/29 06:15,24.027616,23.62326,23.518061,23.458887,
2019/08/29 06:30,23.823794,23.481899,23.389851,23.172879,
2019/08/29 06:45,23.097268,22.623875,22.775098,22.686336,
2019/08/29 07:00,22.975632,22.63045,22.584426,22.607438,
2019/08/29 07:15,23.527924,22.807972,23.393138,23.721883,
2019/08/29 07:30,23.794207,23.547648,24.517446,24.724555,
2019/08/29 07:45,24.25445,24.07364,25.592442,25.763389,
2019/08/29 08:00,24.42211,24.431972,26.318968,26.733187,
2019/08/29 08:15,24.882353,24.721268,26.927146,27.147405,
2019/08/29 08:30,25.273559,25.266984,28.025154,28.367049,
2019/08/29 08:45,25.894887,25.993511,28.383486,29.777365,
2019/08/29 09:00,26.644426,26.683875,29.165899,31.513138,
2019/08/29 09:15,27.32164,27.640523,29.968037,33.022078,
2019/08/29 09:30,27.735859,28.564296,30.283632,34.100361,
2019/08/29 09:45,28.228976,29.389446,30.967422,35.362742,
2019/08/29 10:00,28.646482,29.839827,31.499989,36.381851,
