Please note that (-9999) indicates a null value
Radiation, incoming PAR (PAR) [umol/m^2 s]

DateTime,TRF_STower_100_SQ-110,TRF_STower_300_SQ-110,TRF_STower_700_SQ-110,TRF_STower_1300_SQ-110,TRF_STower_2000_SQ-110
2019/08/25 00:00,2.09,1.6400000000000001,1.6400000000000001,1.525,1.4149999999999998,
2019/08/25 00:15,1.98,1.6400000000000001,1.75,1.75,1.6400000000000001,
2019/08/25 00:30,1.75,1.6400000000000001,0.96,1.865,1.3,
2019/08/25 00:45,1.98,2.205,1.3,1.6400000000000001,1.75,
2019/08/25 01:00,1.865,1.865,1.4149999999999998,1.75,1.6400000000000001,
2019/08/25 01:15,1.98,1.3,1.865,1.98,1.525,
2019/08/25 01:30,1.98,1.75,1.98,1.525,1.865,
2019/08/25 01:45,1.98,2.205,1.75,1.98,1.3,
2019/08/25 02:00,1.865,1.75,1.525,1.865,1.525,
2019/08/25 02:15,2.205,2.205,2.09,1.6400000000000001,1.3,
2019/08/25 02:30,1.98,1.75,1.98,1.98,1.185,
2019/08/25 02:45,1.4149999999999998,2.09,1.75,1.865,1.6400000000000001,
2019/08/25 03:00,1.525,1.75,1.525,2.205,1.6400000000000001,
2019/08/25 03:15,1.865,2.205,1.75,1.865,2.205,
2019/08/25 03:30,1.525,1.525,1.525,1.75,1.865,
2019/08/25 03:45,1.865,1.865,1.185,1.98,1.3,
2019/08/25 04:00,1.6400000000000001,1.865,1.865,1.865,1.6400000000000001,
2019/08/25 04:15,1.75,1.98,1.865,1.75,1.865,
2019/08/25 04:30,1.98,1.6400000000000001,1.6400000000000001,1.4149999999999998,1.6400000000000001,
2019/08/25 04:45,1.4149999999999998,1.865,1.6400000000000001,2.09,1.525,
2019/08/25 05:00,1.525,1.98,1.6400000000000001,1.865,1.525,
2019/08/25 05:15,1.865,1.865,1.4149999999999998,1.75,1.865,
2019/08/25 05:30,2.315,1.185,1.75,1.98,1.98,
2019/08/25 05:45,1.865,2.315,1.6400000000000001,2.315,1.75,
2019/08/25 06:00,2.4299999999999997,2.4299999999999997,2.4299999999999997,2.6550000000000002,1.98,
2019/08/25 06:15,3.5599999999999996,4.35,4.805,6.5,2.545,
2019/08/25 06:30,6.5,8.195,9.1,10.794999999999998,2.7700000000000005,
2019/08/25 06:45,8.875,10.57,11.81,14.41,2.995,
2019/08/25 07:00,13.395,15.43,17.915,20.97,4.465,
2019/08/25 07:15,17.805,19.5,21.305,28.655,5.9350000000000005,
2019/08/25 07:30,17.125,19.61,21.195,26.055,5.9350000000000005,
2019/08/25 07:45,18.37,20.630000000000003,23.115000000000002,27.185000000000002,5.819999999999999,
2019/08/25 08:00,19.950000000000003,23.68,28.655,33.625,6.2749999999999995,
2019/08/25 08:15,24.47,31.48,37.585,50.9,9.21,
2019/08/25 08:30,31.14,39.955,47.1,60.55,9.44,
2019/08/25 08:45,34.53,43.449999999999996,50.8,63.150000000000006,9.89,
2019/08/25 09:00,35.66,46.3,52.95,64.95,10.794999999999998,
2019/08/25 09:15,36.905,46.849999999999994,54.3,62.1,9.775,
2019/08/25 09:30,25.6,31.705000000000002,37.019999999999996,42.55,7.8549999999999995,
2019/08/25 09:45,40.949999999999996,50.35,57.800000000000004,65.05,11.135,
2019/08/25 10:00,39.73,49.1,54.55,59.6,10.34,
2019/08/25 10:15,34.305,43.25,49.45,55.8,9.89,
2019/08/25 10:30,50.35,61.2,70,80.55,15.205,
2019/08/25 10:45,48.75,59.75,82.35,79.95,18.03,
2019/08/25 11:00,42.55,50.7,57.05,64.6,11.475,
2019/08/25 11:15,58.5,69,77.25,87.89999999999999,24.585,
2019/08/25 11:30,54.1,60.75,75.55,72.95,20.74,
2019/08/25 11:45,57.05,66.39999999999999,79.75,80.3,24.47,
2019/08/25 12:00,73.75,78.94999999999999,63.35,69.45,21.985,
2019/08/25 12:15,58.25,59.3,60.85,68.1,24.81,
2019/08/25 12:30,80.55,76,76.6,81.89999999999999,46.4,
2019/08/25 12:45,52.599999999999994,53.949999999999996,48.3,63,107.65,
2019/08/25 13:00,115.8,84.94999999999999,66.5,97.4,254.05,
2019/08/25 13:15,399.85,86.19999999999999,64.05,193.35000000000002,80.55,
2019/08/25 13:30,504,116.15,66.85,120,123.69999999999999,
2019/08/25 13:45,204.54999999999998,168.4,73.1,148.35000000000002,69.6,
2019/08/25 14:00,178.75,70.8,61.65,215.39999999999998,59.400000000000006,
2019/08/25 14:15,125.85000000000001,168.4,52.75,141,44.6,
2019/08/25 14:30,47.300000000000004,233.95,103.25,83.35000000000001,35.44,
2019/08/25 14:45,33.405,53.3,47.75,61.2,24.700000000000003,
2019/08/25 15:00,33.405,44.800000000000004,99.75,55.8,21.195,
2019/08/25 15:15,30.354999999999997,134.45,52.400000000000006,51.6,18.37,
2019/08/25 15:30,23.91,35.89,40.099999999999994,42.35,15.77,
2019/08/25 15:45,23.119999999999997,31.255000000000003,36.46,41.75,13.735,
2019/08/25 16:00,20.745,31.145,37.589999999999996,40.650000000000006,12.264999999999999,
2019/08/25 16:15,19.724999999999998,25.72,34.425,38.72,11.36,
2019/08/25 16:30,19.5,23.455,34.085,32.5,9.78,
2019/08/25 16:45,18.03,19.615000000000002,25.72,26.509999999999998,8.309999999999999,
2019/08/25 17:00,17.355,19.5,23.345,25.945,7.63,
2019/08/25 17:15,15.77,19.275,20.29,22.665000000000003,5.9350000000000005,
2019/08/25 17:30,13.285,17.355,19.5,19.5,5.9350000000000005,
2019/08/25 17:45,12.715,16.11,19.84,19.5,5.709999999999999,
2019/08/25 18:00,10.57,13.395,16.220000000000002,17.92,4.125,
2019/08/25 18:15,8.195,9.665000000000001,15.32,13.620000000000001,2.7700000000000005,
2019/08/25 18:30,5.595,6.955,8.76,9.1,2.545,
2019/08/25 18:45,2.545,2.995,4.015000000000001,4.6899999999999995,1.98,
2019/08/25 19:00,2.4299999999999997,2.205,2.545,2.545,1.865,
2019/08/25 19:15,2.09,1.75,2.09,1.98,1.98,
2019/08/25 19:30,2.315,1.525,1.75,2.09,1.865,
2019/08/25 19:45,1.75,2.205,1.6400000000000001,1.75,1.865,
2019/08/25 20:00,1.75,1.6400000000000001,1.075,1.98,1.525,
2019/08/25 20:15,1.75,2.09,1.865,1.6400000000000001,1.525,
2019/08/25 20:30,1.75,1.98,2.09,1.865,1.185,
2019/08/25 20:45,1.3,1.525,1.865,1.865,1.75,
2019/08/25 21:00,1.865,1.98,1.525,1.525,1.4149999999999998,
2019/08/25 21:15,1.865,1.185,1.75,1.75,1.98,
2019/08/25 21:30,1.3,1.525,1.075,1.6400000000000001,1.865,
2019/08/25 21:45,1.525,1.525,1.865,2.09,1.525,
2019/08/25 22:00,1.98,2.09,1.98,1.75,1.3,
2019/08/25 22:15,1.98,1.865,1.525,1.6400000000000001,1.525,
2019/08/25 22:30,1.75,1.98,1.6400000000000001,1.75,1.525,
2019/08/25 22:45,1.865,1.525,1.98,1.3,1.6400000000000001,
2019/08/25 23:00,1.525,1.4149999999999998,1.98,1.865,1.6400000000000001,
2019/08/25 23:15,1.6400000000000001,2.09,1.525,1.6400000000000001,1.98,
2019/08/25 23:30,1.6400000000000001,1.525,1.865,1.75,1.75,
2019/08/25 23:45,1.98,1.98,2.205,1.98,1.6400000000000001,
2019/08/26 00:00,1.4149999999999998,1.4149999999999998,1.4149999999999998,1.6400000000000001,1.865,
2019/08/26 00:15,1.865,1.865,1.98,1.6400000000000001,1.98,
2019/08/26 00:30,1.98,1.98,1.6400000000000001,1.98,1.865,
2019/08/26 00:45,1.75,1.865,1.98,1.525,1.865,
2019/08/26 01:00,1.525,1.98,1.75,1.865,1.6400000000000001,
2019/08/26 01:15,1.75,1.75,1.75,1.75,1.98,
2019/08/26 01:30,1.75,1.98,1.6400000000000001,1.98,1.6400000000000001,
2019/08/26 01:45,1.75,1.75,1.525,1.4149999999999998,1.525,
2019/08/26 02:00,1.98,1.75,1.98,1.98,1.3,
2019/08/26 02:15,1.98,1.75,2.09,1.75,1.6400000000000001,
2019/08/26 02:30,1.98,1.75,2.09,2.09,1.865,
2019/08/26 02:45,1.75,1.865,1.525,1.75,1.525,
2019/08/26 03:00,1.865,1.6400000000000001,1.98,1.865,1.525,
2019/08/26 03:15,1.865,1.4149999999999998,1.98,1.6400000000000001,1.6400000000000001,
2019/08/26 03:30,1.6400000000000001,1.98,1.525,1.98,1.525,
2019/08/26 03:45,1.6400000000000001,1.865,1.75,1.6400000000000001,1.98,
2019/08/26 04:00,1.75,1.75,1.75,1.6400000000000001,1.525,
2019/08/26 04:15,1.75,2.315,1.865,1.98,1.865,
2019/08/26 04:30,1.865,1.75,1.6400000000000001,1.185,1.75,
2019/08/26 04:45,1.865,1.525,1.075,1.6400000000000001,1.75,
2019/08/26 05:00,1.525,1.75,1.4149999999999998,1.6400000000000001,1.865,
2019/08/26 05:15,1.6400000000000001,1.865,1.865,1.4149999999999998,1.75,
2019/08/26 05:30,1.6400000000000001,1.75,1.75,1.865,1.865,
2019/08/26 05:45,1.6400000000000001,2.09,1.98,1.865,1.865,
2019/08/26 06:00,2.315,2.4299999999999997,2.4299999999999997,2.6550000000000002,1.98,
2019/08/26 06:15,2.6550000000000002,3.445,4.35,4.915,2.4299999999999997,
2019/08/26 06:30,5.37,8.309999999999999,8.195,10.794999999999998,2.995,
2019/08/26 06:45,8.08,9.89,11.81,15.540000000000001,3.22,
2019/08/26 07:00,23.23,12.715,14.185,19.16,4.6899999999999995,
2019/08/26 07:15,9.665000000000001,13.17,15.315000000000001,19.27,5.145,
2019/08/26 07:30,12.264999999999999,17.465,18.935,21.869999999999997,5.9350000000000005,
2019/08/26 07:45,14.64,19.384999999999998,19.5,25.715,6.045,
2019/08/26 08:00,17.01,19.5,21.195,32.95,6.725,
2019/08/26 08:15,18.48,20.74,24.020000000000003,34.870000000000005,8.309999999999999,
2019/08/26 08:30,18.82,22.325,26.28,38.94,8.645,
2019/08/26 08:45,19.5,25.830000000000002,27.865000000000002,44.050000000000004,10.115,
2019/08/26 09:00,19.61,32.495,28.655,44.95,11.245000000000001,
2019/08/26 09:15,21.869999999999997,30.009999999999998,30.125,43.25,12.715,
2019/08/26 09:30,24.36,32.725,32.61,45.25,13.735,
2019/08/26 09:45,26.96,33.29,37.81,48.75,15.995,
2019/08/26 10:00,31.48,33.06,43.25,52.599999999999994,18.935,
2019/08/26 10:15,27.185000000000002,33.515,43.7,51.150000000000006,22.89,
2019/08/26 10:30,29.56,36.230000000000004,45.15,50.45,32.725,
2019/08/26 10:45,29.67,40.05,110.85000000000001,56.25,47.55,
2019/08/26 11:00,31.705000000000002,43.7,53.4,63.9,89.35000000000001,
2019/08/26 11:15,38.15,50.7,65.4,81.89999999999999,422.5,
2019/08/26 11:30,51.5,73.89999999999999,76.6,64.05,717.5,
2019/08/26 11:45,67,72.4,68.7,74.45,224.54999999999998,
2019/08/26 12:00,161.95,269.45,65.4,71.5,86.64999999999999,
2019/08/26 12:15,118.75,83.85,68.55000000000001,74.35,79.3,
2019/08/26 12:30,145.45,108.14999999999999,84.3,78.15,85.3,
2019/08/26 12:45,403.5,209.54999999999998,69.15,77.05,346.65,
2019/08/26 13:00,343.75,165.10000000000002,68.1,125.75,323.95000000000005,
2019/08/26 13:15,614.5,140.1,85.5,265.59999999999997,63.35,
2019/08/26 13:30,428,277.7,72.75,114.1,60.9,
2019/08/26 13:45,110.15,88.9,83.6,146.35,39.285000000000004,
2019/08/26 14:00,147.95,78.85,112,288.45,44.6,
2019/08/26 14:15,84.85,192.25,65.75,145.45,37.475,
2019/08/26 14:30,45.599999999999994,230.45000000000002,66.3,78.4,29.900000000000002,
2019/08/26 14:45,35.78,56.349999999999994,52.85,65.14999999999999,23.23,
2019/08/26 15:00,30.805,43.25,81.55,53.099999999999994,19.615000000000002,
2019/08/26 15:15,28.205,83.25,45.15,47.1,19.39,
2019/08/26 15:30,24.25,36.004999999999995,56,43.9,17.58,
2019/08/26 15:45,23.345,30.58,39.4,43,15.995,
2019/08/26 16:00,22.665000000000003,30.465,42.1,42.45,14.299999999999999,
2019/08/26 16:15,20.064999999999998,26.85,33.86,45.15,12.605,
2019/08/26 16:30,19.5,22.78,36.46,32.05,10.229999999999999,
2019/08/26 16:45,19.39,21.084999999999997,27.98,29.45,9.325,
2019/08/26 17:00,19.16,20.745,25.72,28.66,8.875,
2019/08/26 17:15,16.11,19.5,22.214999999999996,23.57,6.725,
2019/08/26 17:30,12.264999999999999,15.545,19.05,19.724999999999998,5.145,
2019/08/26 17:45,9.555,13.055000000000001,16.79,19.05,4.35,
2019/08/26 18:00,8.76,11.59,13.395,15.205,5.484999999999999,
2019/08/26 18:15,9.215,12.264999999999999,16.45,16.45,5.9350000000000005,
2019/08/26 18:30,6.955,8.76,12.829999999999998,12.829999999999998,5.709999999999999,
2019/08/26 18:45,4.24,4.805,5.595,6.615,2.995,
2019/08/26 19:00,2.545,2.4299999999999997,2.545,2.545,2.09,
2019/08/26 19:15,1.75,1.525,1.525,1.865,1.4149999999999998,
2019/08/26 19:30,1.3,1.75,1.6400000000000001,1.525,1.865,
2019/08/26 19:45,1.525,1.075,1.185,1.865,1.865,
2019/08/26 20:00,1.6400000000000001,1.75,1.525,1.3,1.6400000000000001,
2019/08/26 20:15,2.09,1.865,2.3200000000000003,1.865,1.98,
2019/08/26 20:30,1.4149999999999998,1.6400000000000001,1.75,1.6400000000000001,1.75,
2019/08/26 20:45,1.6400000000000001,2.4299999999999997,1.525,1.75,1.865,
2019/08/26 21:00,1.865,1.185,1.98,1.4149999999999998,2.205,
2019/08/26 21:15,1.98,2.4299999999999997,1.75,1.865,1.75,
2019/08/26 21:30,1.865,1.75,1.75,1.75,2.09,
2019/08/26 21:45,1.865,1.865,1.525,1.525,1.6400000000000001,
2019/08/26 22:00,1.6400000000000001,2.315,1.525,1.6400000000000001,1.75,
2019/08/26 22:15,2.09,2.09,2.09,1.75,1.525,
2019/08/26 22:30,1.75,2.205,1.98,1.75,1.525,
2019/08/26 22:45,1.98,1.6400000000000001,1.865,1.75,1.6400000000000001,
2019/08/26 23:00,1.98,1.185,1.3,1.4149999999999998,0.8500000000000001,
2019/08/26 23:15,1.865,1.98,1.75,1.98,1.75,
2019/08/26 23:30,1.4149999999999998,2.205,2.09,2.09,1.185,
2019/08/26 23:45,2.205,1.865,1.865,1.185,1.075,
2019/08/27 00:00,1.75,1.75,1.98,1.75,1.6400000000000001,
2019/08/27 00:15,2.09,2.09,1.6400000000000001,1.4149999999999998,2.205,
2019/08/27 00:30,2.205,1.185,1.865,1.6400000000000001,1.6400000000000001,
2019/08/27 00:45,1.98,1.98,1.75,1.865,1.865,
2019/08/27 01:00,1.98,1.4149999999999998,2.09,1.525,2.315,
2019/08/27 01:15,1.75,2.09,1.75,1.525,1.4149999999999998,
2019/08/27 01:30,2.09,1.4149999999999998,1.865,1.865,1.75,
2019/08/27 01:45,1.98,1.6400000000000001,1.525,1.75,1.185,
2019/08/27 02:00,2.205,1.98,1.75,1.525,1.4149999999999998,
2019/08/27 02:15,1.98,1.4149999999999998,1.75,2.205,1.4149999999999998,
2019/08/27 02:30,1.865,2.09,1.865,1.75,1.75,
2019/08/27 02:45,2.09,1.98,1.75,1.525,1.6400000000000001,
2019/08/27 03:00,2.09,1.98,1.98,1.865,1.75,
2019/08/27 03:15,1.75,1.865,1.4149999999999998,1.75,1.4149999999999998,
2019/08/27 03:30,1.98,2.205,1.98,1.98,1.4149999999999998,
2019/08/27 03:45,1.75,1.98,1.6400000000000001,1.865,1.75,
2019/08/27 04:00,1.865,1.75,1.75,1.525,1.75,
2019/08/27 04:15,1.75,2.09,1.75,1.98,1.6400000000000001,
2019/08/27 04:30,1.6400000000000001,1.525,1.525,1.6400000000000001,1.865,
2019/08/27 04:45,2.09,1.75,1.75,2.09,1.98,
2019/08/27 05:00,1.98,1.98,1.525,1.75,1.6400000000000001,
2019/08/27 05:15,1.4149999999999998,1.75,1.75,1.525,1.3,
2019/08/27 05:30,2.205,1.6400000000000001,1.75,1.865,1.525,
2019/08/27 05:45,1.98,1.6400000000000001,1.6400000000000001,1.98,1.98,
2019/08/27 06:00,2.315,2.205,2.545,2.6550000000000002,2.205,
2019/08/27 06:15,2.6550000000000002,3.785,4.465,6.045,3.22,
2019/08/27 06:30,5.48,8.645,8.42,10.91,5.709999999999999,
2019/08/27 06:45,8.76,10.57,11.585,14.864999999999998,6.385,
2019/08/27 07:00,13.395,12.715,14.299999999999999,18.935,8.195,
2019/08/27 07:15,10.004999999999999,14.524999999999999,16.56,19.61,8.985,
2019/08/27 07:30,11.924999999999999,16.105,19.045,20.630000000000003,9.44,
2019/08/27 07:45,13.395,19.5,19.5,24.020000000000003,11.7,
2019/08/27 08:00,15.88,19.5,19.5,38.035000000000004,14.075,
2019/08/27 08:15,16.335,19.5,21.645,30.915,16.335,
2019/08/27 08:30,17.35,21.645,25.034999999999997,34.08,18.48,
2019/08/27 08:45,19.27,24.020000000000003,26.165,37.245,17.915,
2019/08/27 09:00,19.5,28.995,27.75,39.39,22.549999999999997,
2019/08/27 09:15,19.5,29.67,29.895,41.449999999999996,179.45,
2019/08/27 09:30,20.175,29.67,33.74,43.7,142.35,
2019/08/27 09:45,22.665000000000003,30.465,42.9,45.25,104.5,
2019/08/27 10:00,32.61,31.93,47.300000000000004,49.800000000000004,171.85,
2019/08/27 10:15,23.23,33.175,44.050000000000004,52.400000000000006,98.05,
2019/08/27 10:30,22.1,36.795,43.8,48.9,58.150000000000006,
2019/08/27 10:45,22.325,37.245,95,52.75,41.900000000000006,
2019/08/27 11:00,22.89,42.199999999999996,57.699999999999996,60.300000000000004,43.099999999999994,
2019/08/27 11:15,25.49,48.449999999999996,57.800000000000004,70.7,29.335,
2019/08/27 11:30,32.725,70.5,69,63.7,19.5,
2019/08/27 11:45,57.25,72.30000000000001,59.95,66.3,18.595,
2019/08/27 12:00,175.39999999999998,178.64999999999998,62.35,66.85,17.689999999999998,
2019/08/27 12:15,100.19999999999999,84.05,62.699999999999996,69.80000000000001,17.92,
2019/08/27 12:30,189.4,126.8,67.2,67.45,17.465,
2019/08/27 12:45,333.9,179,63.949999999999996,69.9,17.92,
2019/08/27 13:00,597,191.1,63.35,93.3,17.355,
2019/08/27 13:15,744.5,155.95000000000002,67.55,229,19.84,
2019/08/27 13:30,518.5,291.6,70.6,108.6,19.5,
2019/08/27 13:45,127.8,117.85,119.2,160.15,18.825,
2019/08/27 14:00,136.3,84.14999999999999,170.75,267.2,16.56,
2019/08/27 14:15,64.6,116.4,54.75,88,11.25,
2019/08/27 14:30,45.15,155.05,93.45,85.64999999999999,12.379999999999999,
2019/08/27 14:45,35.555,57.5,59.2,75,10.794999999999998,
2019/08/27 15:00,29.900000000000002,43.449999999999996,56.349999999999994,56.25,8.65,
2019/08/27 15:15,27.415,45.05,45.5,50.599999999999994,6.615,
2019/08/27 15:30,25.04,37.365,54.1,48.099999999999994,6.2749999999999995,
2019/08/27 15:45,22.1,30.92,42.699999999999996,43.8,24.700000000000003,
2019/08/27 16:00,20.295,29,41.2,50.949999999999996,47.1,
2019/08/27 16:15,19.955000000000002,26.509999999999998,33.405,44.15,41.65,
2019/08/27 16:30,19.5,25.04,34.085,36.120000000000005,38.155,
2019/08/27 16:45,19.5,22.78,29.674999999999997,31.485,32.5,
2019/08/27 17:00,17.695,19.84,24.700000000000003,28.205,27.865000000000002,
2019/08/27 17:15,16.11,19.5,24.93,25.04,23.685000000000002,
2019/08/27 17:30,13.285,18.595,19.615000000000002,21.425,19.724999999999998,
2019/08/27 17:45,12.264999999999999,15.655,19.05,19.5,17.805,
2019/08/27 18:00,9.78,11.815,14.64,16.225,11.924999999999999,
2019/08/27 18:15,7.744999999999999,8.085,10.91,11.815,8.195,
2019/08/27 18:30,5.484999999999999,6.5,8.875,9.1,5.819999999999999,
2019/08/27 18:45,3.335,4.015000000000001,4.125,5.595,3.675,
2019/08/27 19:00,2.09,2.4299999999999997,2.205,2.4299999999999997,2.3200000000000003,
2019/08/27 19:15,1.525,1.98,1.75,2.3200000000000003,1.3,
2019/08/27 19:30,1.865,1.525,1.185,1.98,1.865,
2019/08/27 19:45,1.98,1.75,1.6400000000000001,1.4149999999999998,1.3,
2019/08/27 20:00,2.09,1.6400000000000001,1.75,1.75,1.525,
2019/08/27 20:15,1.4149999999999998,1.185,1.4149999999999998,1.865,1.6400000000000001,
2019/08/27 20:30,1.4149999999999998,1.525,1.525,1.98,1.98,
2019/08/27 20:45,2.09,1.98,2.205,1.98,1.6400000000000001,
2019/08/27 21:00,1.185,1.525,1.4149999999999998,2.09,2.205,
2019/08/27 21:15,1.75,1.75,2.3200000000000003,2.205,1.75,
2019/08/27 21:30,1.6400000000000001,1.3,1.6400000000000001,1.525,1.3,
2019/08/27 21:45,1.75,2.09,1.4149999999999998,1.98,1.865,
2019/08/27 22:00,1.75,1.525,1.75,1.6400000000000001,1.6400000000000001,
2019/08/27 22:15,1.6400000000000001,2.09,1.6400000000000001,1.4149999999999998,1.865,
2019/08/27 22:30,1.6400000000000001,1.75,1.98,1.865,1.75,
2019/08/27 22:45,2.09,1.75,1.98,1.98,1.865,
2019/08/27 23:00,2.3200000000000003,1.98,1.525,2.205,1.6400000000000001,
2019/08/27 23:15,2.205,2.205,1.525,1.865,0.735,
2019/08/27 23:30,1.98,1.865,1.865,1.4149999999999998,1.75,
2019/08/27 23:45,1.865,1.865,1.98,1.75,1.075,
2019/08/28 00:00,1.865,1.6400000000000001,1.6400000000000001,2.205,1.4149999999999998,
2019/08/28 00:15,1.75,2.09,1.98,1.865,1.75,
2019/08/28 00:30,1.525,1.4149999999999998,1.185,1.525,1.3,
2019/08/28 00:45,1.865,1.75,1.75,1.525,1.4149999999999998,
2019/08/28 01:00,1.3,1.6400000000000001,1.6400000000000001,1.98,1.6400000000000001,
2019/08/28 01:15,1.865,1.75,1.75,1.865,1.075,
2019/08/28 01:30,1.525,1.6400000000000001,1.75,1.865,1.525,
2019/08/28 01:45,1.98,1.98,2.205,1.525,1.6400000000000001,
2019/08/28 02:00,1.98,1.6400000000000001,1.98,1.4149999999999998,1.865,
2019/08/28 02:15,2.09,1.75,2.09,1.3,2.09,
2019/08/28 02:30,2.205,1.75,1.6400000000000001,1.4149999999999998,1.75,
2019/08/28 02:45,1.525,1.4149999999999998,1.6400000000000001,2.09,1.525,
2019/08/28 03:00,2.09,2.09,1.6400000000000001,1.98,2.09,
2019/08/28 03:15,1.865,1.6400000000000001,1.525,1.4149999999999998,1.525,
2019/08/28 03:30,1.525,1.6400000000000001,1.98,1.75,1.75,
2019/08/28 03:45,1.865,1.525,1.75,1.4149999999999998,1.185,
2019/08/28 04:00,1.865,1.98,1.75,1.75,1.98,
2019/08/28 04:15,1.865,1.75,1.75,1.865,1.75,
2019/08/28 04:30,1.75,1.6400000000000001,1.525,1.98,1.75,
2019/08/28 04:45,1.75,1.98,1.75,1.4149999999999998,1.3,
2019/08/28 05:00,1.98,1.75,1.6400000000000001,1.3,1.525,
2019/08/28 05:15,1.75,1.75,1.6400000000000001,1.525,1.6400000000000001,
2019/08/28 05:30,2.315,1.3,1.865,1.4149999999999998,1.4149999999999998,
2019/08/28 05:45,1.525,1.865,1.98,1.865,1.4149999999999998,
2019/08/28 06:00,2.315,2.545,2.4299999999999997,2.545,2.09,
2019/08/28 06:15,2.7700000000000005,3.335,4.015000000000001,5.03,2.88,
2019/08/28 06:30,4.915,7.63,8.08,10.68,5.709999999999999,
2019/08/28 06:45,5.9350000000000005,8.875,10.115,12.829999999999998,6.385,
2019/08/28 07:00,8.875,12.490000000000002,14.41,19.16,8.985,
2019/08/28 07:15,9.549999999999999,15.09,16.785,19.5,9.665000000000001,
2019/08/28 07:30,11.135,16.335,19.384999999999998,21.305,11.245000000000001,
2019/08/28 07:45,12.605,19.045,19.5,24.13,12.04,
2019/08/28 08:00,14.524999999999999,19.5,19.835,39.165,11.924999999999999,
2019/08/28 08:15,16.105,20.630000000000003,23.455,33.29,15.43,
2019/08/28 08:30,17.465,26.055,29.67,39.955,23.904999999999998,
2019/08/28 08:45,16.785,26.73,30.235,42,31.705000000000002,
2019/08/28 09:00,12.715,33.625,35.550000000000004,48.2,48.650000000000006,
2019/08/28 09:15,6.2749999999999995,31.255000000000003,33.06,46.4,210.65,
2019/08/28 09:30,4.24,31.255000000000003,35.095,45.949999999999996,166.20000000000002,
2019/08/28 09:45,5.145,33.29,58.5,47.75,131.85,
2019/08/28 10:00,5.709999999999999,35.775,47.1,50.45,128.9,
2019/08/28 10:15,6.5,36.565,47.1,51.25,44.6,
2019/08/28 10:30,8.535,38.035000000000004,46.4,51.5,45.5,
2019/08/28 10:45,11.924999999999999,41.900000000000006,62,54.45,42.199999999999996,
2019/08/28 11:00,17.125,44.15,57.35,62.55,45.25,
2019/08/28 11:15,20.745,53.849999999999994,61.2,65.85,40.300000000000004,
2019/08/28 11:30,28.995,90.39999999999999,63.449999999999996,63.150000000000006,34.645,
2019/08/28 11:45,78.75,78.3,62.25,63.7,26.395,
2019/08/28 12:00,179.65,181.25,61.550000000000004,65.5,24.36,
2019/08/28 12:15,134.70000000000002,89.35000000000001,67.75,69.25,23.23,
2019/08/28 12:30,177.2,178.55,90.05000000000001,72.15,23.34,
2019/08/28 12:45,227.95000000000002,203.2,71.6,70.35,25.939999999999998,
2019/08/28 13:00,119.1,64.95,38.15,60.650000000000006,11.020000000000001,
2019/08/28 13:15,625.5,149.04999999999998,75.19999999999999,140,36.225,
2019/08/28 13:30,418,328.2,75.1,114.9,29.67,
2019/08/28 13:45,105.85000000000001,123.6,120.19999999999999,163.05,20.74,
2019/08/28 14:00,143.6,95,116.6,189.85,17.689999999999998,
2019/08/28 14:15,60.099999999999994,114.55,58.849999999999994,80.75,11.7,
2019/08/28 14:30,37.695,75.25,93.3,62.55,10.229999999999999,
2019/08/28 14:45,41.1,59.400000000000006,63.6,109.25,11.81,
2019/08/28 15:00,31.82,43.6,49.25,50.949999999999996,8.875,
2019/08/28 15:15,37.925,54.45,57.15,57.95,9.44,
2019/08/28 15:30,26.055,33.29,38.04,40.650000000000006,5.484999999999999,
2019/08/28 15:45,16.335,19.5,20.29,23.23,3.785,
2019/08/28 16:00,16.9,20.18,22.21,23.795,3.785,
2019/08/28 16:15,12.379999999999999,15.655,21.195,21.195,2.88,
2019/08/28 16:30,17.58,19.5,22.21,23.68,2.545,
2019/08/28 16:45,17.24,19.5,21.080000000000002,22.549999999999997,3.9000000000000004,
2019/08/28 17:00,16.11,19.5,19.5,21.419999999999998,12.829999999999998,
2019/08/28 17:15,13.959999999999999,17.915,19.5,19.61,5.48,
2019/08/28 17:30,14.64,18.37,19.61,21.195,9.665000000000001,
2019/08/28 17:45,11.585,14.864999999999998,17.575,18.595,7.29,
2019/08/28 18:00,8.76,10.455000000000002,13.845,14.075,5.9350000000000005,
2019/08/28 18:15,7.405,9.215,10.794999999999998,11.475,4.24,
2019/08/28 18:30,3.675,4.465,4.915,6.045,2.315,
2019/08/28 18:45,2.4299999999999997,2.4299999999999997,2.315,2.545,1.75,
2019/08/28 19:00,1.525,2.09,2.09,1.98,2.315,
2019/08/28 19:15,1.6400000000000001,1.4149999999999998,2.09,1.6400000000000001,1.98,
2019/08/28 19:30,1.6400000000000001,1.98,1.6400000000000001,1.75,1.3,
2019/08/28 19:45,1.6400000000000001,1.525,2.09,1.525,1.525,
2019/08/28 20:00,1.865,2.315,1.6400000000000001,1.865,1.525,
2019/08/28 20:15,1.98,1.6400000000000001,2.205,1.3,1.75,
2019/08/28 20:30,1.6400000000000001,1.75,1.6400000000000001,1.865,1.525,
2019/08/28 20:45,1.525,1.98,1.865,1.75,1.6400000000000001,
2019/08/28 21:00,1.525,1.865,2.09,1.525,1.865,
